Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Region,IncomeGroup,SpecialNotes,TableName,Unnamed: 5,1960_3yr_CAGR,1961_3yr_CAGR,1962_3yr_CAGR,1963_3yr_CAGR,1964_3yr_CAGR,1965_3yr_CAGR,1966_3yr_CAGR,1967_3yr_CAGR,1968_3yr_CAGR,1969_3yr_CAGR,1970_3yr_CAGR,1971_3yr_CAGR,1972_3yr_CAGR,1973_3yr_CAGR,1974_3yr_CAGR,1975_3yr_CAGR,1976_3yr_CAGR,1977_3yr_CAGR,1978_3yr_CAGR,1979_3yr_CAGR,1980_3yr_CAGR,1981_3yr_CAGR,1982_3yr_CAGR,1983_3yr_CAGR,1984_3yr_CAGR,1985_3yr_CAGR,1986_3yr_CAGR,1987_3yr_CAGR,1988_3yr_CAGR,1989_3yr_CAGR,1990_3yr_CAGR,1991_3yr_CAGR,1992_3yr_CAGR,1993_3yr_CAGR,1994_3yr_CAGR,1995_3yr_CAGR,1996_3yr_CAGR,1997_3yr_CAGR,1998_3yr_CAGR,1999_3yr_CAGR,2000_3yr_CAGR,2001_3yr_CAGR,2002_3yr_CAGR,2003_3yr_CAGR,2004_3yr_CAGR,2005_3yr_CAGR,2006_3yr_CAGR,2007_3yr_CAGR,2008_3yr_CAGR,2009_3yr_CAGR,2010_3yr_CAGR,2011_3yr_CAGR,2012_3yr_CAGR,2013_3yr_CAGR,2014_3yr_CAGR,2015_3yr_CAGR,2016_3yr_CAGR,2017_3yr_CAGR,2018_3yr_CAGR,2019_3yr_CAGR,2020_3yr_CAGR,2021_3yr_CAGR,2022_3yr_CAGR
Aruba,ABW,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,405586592.2,487709497.2,596648044.7,695530726.3,764804469.3,872067039.1,958659217.9,1083240223.0,1245810056.0,1320670391.0,1379888268.0,1531843575.0,1665363128.0,1722905028.0,1873184358.0,1896648045.0,1962011173.0,2044134078.0,2254748603.0,2359776536.0,2469832402.0,2677653631.0,2843016760.0,2553631285.0,2453631285.0,2637988827.0,2615083799.0,2727932961.0,2791061453.0,2963128492.0,2983798883.0,3092178771.0,3202234637.0,3368970253.0,2610038938.0,3126019399.0,,Latin America & Caribbean,High income,,Aruba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13730830536464622,0.1256024660724897,0.08628570670990698,0.07831219594032124,0.07821311912960938,0.07495834440204607,0.09126240393638807,0.0682917825810263,0.034659294344003166,0.05068692069865377,0.06468632077221215,0.039957615807050706,0.03997729838870634,0.03254376787077318,0.015563268242070993,0.025276201928125186,0.04744738477280919,0.04902820872206659,0.03083649544164735,0.043024491924484654,0.04802259346058646,-0.015683880199432454,-0.04791301840986317,0.010892374411483718,0.021469577559408926,0.01123846447193988,0.021945956273709433,0.02795064580633544,0.022508003555466782,0.014311547859623852,0.023830039899033206,0.028989304589270404,-0.06589016382729951,-0.024640247415085192
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,21291524631.0,21809435285.0,23708060554.0,28211280561.0,26119938955.0,29683481336.0,32240542859.0,33516029588.0,36523093043.0,41830180280.0,44864583230.0,49481098053.0,53517203819.0,69603856569.0,86061571541.0,91653193182.0,91128569293.0,103420000000.0,115350000000.0,134677000000.0,170662000000.0,174395000000.0,167274000000.0,174926000000.0,160141000000.0,136303000000.0,152525000000.0,186153000000.0,204149000000.0,217548000000.0,253235000000.0,273415000000.0,238266000000.0,236537000000.0,240131000000.0,269649000000.0,268426000000.0,282197000000.0,265826000000.0,262184000000.0,283938000000.0,258830000000.0,264881000000.0,352674000000.0,438853000000.0,512234000000.0,575722000000.0,660827000000.0,708119000000.0,719095000000.0,860361000000.0,964213000000.0,972002000000.0,982677000000.0,1003400000000.0,923144000000.0,889859000000.0,1030480000000.0,1016700000000.0,1009050000000.0,934179000000.0,1089450000000.0,,,,"26 countries, stretching from the Red Sea in the North to the Cape of Good Hope in the South (https://www.worldbank.org/en/region/afr/eastern-and-southern-africa)",Africa Eastern and Southern,,,,,0.036485161060100246,0.08958084544125966,0.032821753605029036,0.017100836500207217,0.07269616845965987,0.041308092592918566,0.04244960225390093,0.07666118645375608,0.07097342890874114,0.05758803985155403,0.06054701391553574,0.12046421716838784,0.17158000931634665,0.09606951522606066,0.019252440213181732,0.04108369398435907,0.08173533355021867,0.0920175886530572,0.13947922274279234,0.0899674580247376,-0.0066616474478643495,0.0010139089959666503,-0.014421173976418067,-0.07979691880861273,-0.01611086245573934,0.1094852723436548,0.10205196793238502,0.05332328557106658,0.07446471423898071,0.07916805395207205,-0.02010521132816734,-0.0471477091332122,0.0026023506295027587,0.04463982032143554,0.037828159054966726,0.015276949351897828,-0.0032391796163757647,-0.024221456453197954,0.022214461850360356,-0.004282494459426189,-0.022892314051380924,0.10862910776024126,0.18328516952269025,0.13248289910451527,0.09470705749917596,0.08861202111322575,0.07143165675652696,0.02856757661708187,0.06706650924507862,0.1027123482010237,0.04150689069202551,0.006342782666315161,0.010653566032953865,-0.020616266299257502,-0.03923825963679173,0.037345367786720374,0.04541936871712915,-0.006980660851100939,-0.027822067224754,0.02588387956013638
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,537777811.1,548888895.6,546666677.8,751111191.1,800000044.4,1006666638.0,1399999967.0,1673333418.0,1373333367.0,1408888922.0,1748886596.0,1831108971.0,1595555476.0,1733333264.0,2155555498.0,2366666616.0,2555555567.0,2953333418.0,3300000109.0,3697940410.0,3641723322.0,3478787909.0,,,,,,,,,,,,,,,,,,,,,3854235264.0,4539500884.0,5220823685.0,6226199249.0,6971379033.0,9715761650.0,10249767311.0,12154835708.0,15633856787.0,18190410821.0,20203572960.0,20564485419.0,20550582747.0,19998156214.0,18019558182.0,18896352022.0,18418848300.0,18904490263.0,20143442151.0,14786861638.0,,South Asia,Low income,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: March 20). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY).

In addition, the World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1960-2006. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Afghanistan,,,,,0.0054795474957416435,0.11021373522054945,0.13533093018897135,0.10253862860630769,0.205071100325384,0.1845832920491839,-0.006389934924473151,-0.05572587356605252,0.08391499834274252,0.09130416324805801,-0.030122792843360946,-0.018125547086981553,0.10547544404547327,0.10939193511083278,0.05838101232732096,0.07661013774834236,0.08895401851898321,0.07782720924296638,0.03339018192183252,-0.020158082698519153,,,,,,,,,,,,,,,,,,,,,,,0.10645460851746047,0.1110620228249668,0.10118399288585933,0.15989304888852818,0.13709941672806036,0.07751687490910064,0.15111145143881544,0.1438378712752464,0.0892327320848898,0.04173785603256963,0.005692752509317334,-0.009265309762021334,-0.04286470310907997,-0.018713091752720734,0.007332341183529323,0.00014353869201544356,0.03028427551292312,-0.07862375188553239
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,10404135069.0,11127894641.0,11943187848.0,12676330765.0,13838369295.0,14862225760.0,15832591204.0,14426038230.0,14880349280.0,16882092549.0,23504605476.0,20832817218.0,25264953766.0,31273819026.0,44214484997.0,51444731784.0,62129390375.0,65315008068.0,71199708192.0,88628401269.0,112031000000.0,211003000000.0,187164000000.0,138115000000.0,114263000000.0,116507000000.0,107498000000.0,110322000000.0,108943000000.0,101769000000.0,121802000000.0,117457000000.0,118282000000.0,98826369836.0,86281743753.0,108221000000.0,125763000000.0,127064000000.0,130107000000.0,137521000000.0,140410000000.0,146780000000.0,176606000000.0,204471000000.0,253472000000.0,310094000000.0,395656000000.0,464426000000.0,566479000000.0,507030000000.0,597129000000.0,680456000000.0,736040000000.0,832217000000.0,892498000000.0,766958000000.0,690545000000.0,683748000000.0,766360000000.0,794719000000.0,784800000000.0,840187000000.0,,,,"22 countries, stretching from the westernmost point of Africa, across the equator, and partly along the Atlantic Ocean till the Republic of Congo in the South (https://www.worldbank.org/en/region/afr/western-and-central-africa)",Africa Western and Central,,,,,0.0470596582575189,0.04438394250876887,0.05031979607571624,0.054459969107036654,0.04589726527895999,-0.009880208799964207,-0.020464059169865156,0.05380373296112673,0.1646084768206839,0.07260687319766079,0.024366059833792697,0.1450144612240738,0.2050785447222283,0.1804655829681321,0.12006744311343498,0.0828227188334345,0.0464706214356474,0.10709947162358846,0.1631078841544067,0.33527864958437736,0.1865736556441573,-0.13173811005953595,-0.15167727444357582,-0.05513363243750258,-0.02013798871098693,-0.01801835758348347,0.0044607754120820076,-0.026540711182523102,0.03789088134963703,0.04894922327866569,-0.009727436629709096,-0.055943515748190564,-0.09981158783625099,0.030733124863130845,0.13382142256761753,0.05496242970680565,0.011383641238668973,0.0267124608653877,0.025728585391011416,0.02195699482279223,0.07944985322003784,0.11683310614345732,0.12799760916013936,0.14891318659626895,0.1600122837775515,0.14412740227790133,0.12708158198328268,0.02968813995665509,0.01771954774555695,0.1030337403335202,0.07220480968256981,0.06941312941198219,0.0663553322937902,-0.026853258157157334,-0.08196005596494038,-0.037557419086760246,0.0353335349335373,0.05141098233605601,0.007957115913729718,0.01871832970665266
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,5930503401.0,5550483036.0,5550483036.0,5784341596.0,6131475065.0,7553560459.0,7072063346.0,8083872012.0,8769250550.0,10201099039.0,11228764963.0,10603784541.0,8307810974.0,5768720422.0,4438321017.0,5538749260.0,7526446606.0,7648377413.0,6506229607.0,6152922943.0,9129594819.0,8936063723.0,15285594828.0,17812704825.0,23552047248.0,36970918699.0,52381006892.0,65266452081.0,88538610805.0,70307166934.0,81699526881.0,109437000000.0,124998000000.0,133402000000.0,137244000000.0,87219300385.0,49840491178.0,68972769396.0,77792944472.0,69309110146.0,53619073505.0,67404287260.0,,Sub-Saharan Africa,Lower middle income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1994-2021. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Angola,,,,,,,,,,,,,,,,,,,,,,,,,-0.021832850615429056,0.013851584552048157,0.033740176649501574,0.09303128451051079,0.04872203184886792,0.022875020963786685,0.07433266063793309,0.08062707620185638,0.08590001113683643,0.012988799780171423,-0.09554935728263025,-0.1836566380854432,-0.18858312628428087,-0.013468997595980636,0.19249644047819436,0.11357430610865804,-0.0473943927600482,-0.06995480082902505,0.11954281212809725,0.13245666891157404,0.18743618746882063,0.2585231387193492,0.15500032584553192,0.27558711528032687,0.3053141907903443,0.20858329575933254,0.19120439484634688,0.025108570369757777,-0.026440992340554526,0.15892374288665678,0.15228835842639077,0.06823315668930818,0.0316445802978651,-0.13207255939255402,-0.28655092016999273,-0.07525564590104461,0.15998569116716732,0.0016228409918528364,-0.11666311545048147,-0.009246232258160236
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,1857338012.0,1897050133.0,2097326250.0,2080796250.0,2051236250.0,2253090000.0,2028553750.0,1099559028.0,652174990.8,1185315468.0,1880951520.0,2392764853.0,3199641336.0,2258513974.0,2545964541.0,3212121651.0,3480355258.0,3922100794.0,4348068242.0,5611496257.0,7184685782.0,8052073539.0,8896072919.0,10677324144.0,12881353508.0,12044208086.0,11926922829.0,12890764531.0,12319830437.0,12776220507.0,13228147516.0,11386850130.0,11861199831.0,13019689337.0,15156432310.0,15401830754.0,15131866271.0,18255787479.0,,Europe & Central Asia,Upper middle income,,Albania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04133791625827299,0.031296592528121,-0.007379522967386198,0.026872037470767385,-0.003699659149367096,-0.21268836499049626,-0.3149443165605875,0.025349209772425718,0.4234355907026235,0.2638300858020082,0.19373492149021865,-0.019063441814976878,-0.0733472534381594,0.1245783911175451,0.10983157232728114,0.06883070578556416,0.07702121547085938,0.12681678880792946,0.18223499114892117,0.12791494639226464,0.07381677689921862,0.098630280506395,0.1313258787926821,0.040970944324834724,-0.025334403367326952,0.02290069832598629,0.010862549527083099,-0.002970730921839637,0.023995621461987415,-0.037648482895647595,-0.035705112003582284,0.0456804912337101,0.08514919817224498,0.057606005805810545,-0.00054056968333549,0.05830149151844677
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,78619206.09,89409820.36,113408231.9,150820102.8,186558696.3,220127246.4,227281024.6,254020153.3,308008897.6,411578334.2,446416105.8,388958731.3,375895956.4,327861832.9,330070689.3,346737964.8,482000594.0,611316399.4,721425939.2,795449332.4,1029048482.0,1106928583.0,1210013652.0,1007025755.0,1017549124.0,1178738991.0,1223945357.0,1180597273.0,1211932398.0,1239876305.0,1429049198.0,1546926174.0,1755910032.0,2361726862.0,2894921778.0,3159905484.0,3456442103.0,3952600602.0,4085630584.0,3674409558.0,3449966857.0,3629203786.0,3188808943.0,3193704343.0,3271808157.0,2789870188.0,2896679212.0,3000180750.0,3218316013.0,3155065488.0,2891022273.0,3330281524.0,,Europe & Central Asia,High income,,Andorra,,,,,,,,,,,,,,,0.12989644413289336,0.1903956651732115,0.18047548600621366,0.13432679087355281,0.06802780715892465,0.04889365338419904,0.10662385515618156,0.1745227783384753,0.13168492505669027,-0.018665637046112016,-0.05570157263023645,-0.05536845164319171,-0.04240963266064224,0.01883419121808494,0.1345236088808781,0.2080591995766432,0.14388244070175515,0.09173062126823828,0.1256793370883833,0.11644078492392862,0.05548357158089812,-0.031037450154665414,-0.056109304904988666,0.05388289854436268,0.06349523441775773,0.0005252240859023871,-0.003282411488485404,0.016464451709237826,0.056467792574583564,0.07654058995864665,0.07107124466579884,0.15147194343063175,0.18134892682769843,0.10191511701235134,0.060874843410676505,0.07746444183567647,0.05732849454000477,-0.024033576930908906,-0.05481110817354651,-0.004117889395364838,-0.02589779714798013,-0.04171552736460604,0.008601888887909359,-0.04406191944968452,-0.03977975719815452,0.024521652561770635,0.03572095036314704,0.016920461716349866,-0.035117898182309704,0.018179127803177764
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,35019727480.0,38162991696.0,43149825508.0,49841484048.0,59381286567.0,75329791104.0,142816000000.0,157909000000.0,196559000000.0,226978000000.0,249110000000.0,338625000000.0,459810000000.0,474023000000.0,444130000000.0,418462000000.0,425898000000.0,419499000000.0,406984000000.0,440606000000.0,424900000000.0,455823000000.0,644066000000.0,471524000000.0,473813000000.0,482767000000.0,507767000000.0,556058000000.0,614193000000.0,662317000000.0,644494000000.0,712837000000.0,816019000000.0,798505000000.0,803123000000.0,887852000000.0,1056250000000.0,1297890000000.0,1538290000000.0,1790040000000.0,2253730000000.0,1978800000000.0,2327000000000.0,2541860000000.0,2787170000000.0,2843530000000.0,2895460000000.0,2538930000000.0,2516490000000.0,2598090000000.0,2800430000000.0,2818360000000.0,2491180000000.0,2862990000000.0,,,,Arab World aggregate. Arab World is composed of members of the League of Arab States.,Arab World,,,,,,,,,,,,,0.0720674097437417,0.09307388217330903,0.11230405295103552,0.14760368116250455,0.33980754997183804,0.27981355819296905,0.11234290646545109,0.12856253075932456,0.08217976543298744,0.14264612464428383,0.22667378305417607,0.1186480386012716,-0.0114987278639197,-0.04070494899063726,-0.013875315128945465,0.0008253593501188483,-0.01502793910230138,0.016497915396618934,0.014463591478929505,0.011382130475045216,0.14872096538182555,0.011352430559772309,-0.09726794040292419,0.007885640319310383,0.02333815429023889,0.0482402682834453,0.06548366685876128,0.06002295403939639,0.01618162769636977,0.02480549112850783,0.08183359576568527,0.038554125813643925,-0.0052958476915617725,0.03598701608224997,0.09562403978853062,0.13492135958654616,0.13350602165550596,0.11311905290746727,0.13576345286779468,0.03398218300343725,0.010721488595611728,0.0870509712473928,0.06199472235047665,0.03809092840542094,0.012786810626882916,-0.03706352512140909,-0.045683250271553955,0.007707493397583587,0.03627853905077982,0.02749746332794234,-0.038254575022247383,0.005250863640769987
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,14720672507.0,19213022691.0,24871775165.0,23775831783.0,31225463218.0,43598748449.0,49333424135.0,46622718605.0,42803323345.0,41807954236.0,40603650232.0,33943612095.0,36384908744.0,36275674203.0,41464995914.0,50701443748.0,51552165622.0,54239171888.0,55625170253.0,59305093980.0,65743666576.0,73571233996.0,78839008445.0,75674336283.0,84445473111.0,104337000000.0,103312000000.0,109816000000.0,124346000000.0,147824000000.0,180617000000.0,222117000000.0,257916000000.0,315475000000.0,253547000000.0,289787000000.0,350666000000.0,384610000000.0,400219000000.0,414105000000.0,370275000000.0,369255000000.0,390517000000.0,427049000000.0,417990000000.0,349473000000.0,415022000000.0,,Middle East & North Africa,High income,,United Arab Emirates,,,,,,,,,,,,,,,,,,,,0.19104008300094333,0.0736103128566814,0.078782854718491,0.22399440998020403,0.16469118928892645,0.02260487113495624,-0.04622615235853755,-0.03568162781776263,-0.017432196103921882,-0.06710439676819335,-0.03590742678513936,0.022396009416268292,0.04452806246733809,0.11806815453809127,0.07528048100947138,0.02273764389037458,0.025671165417294306,0.030211316382406483,0.05729015767503598,0.07449734649679307,0.06241879246624227,0.009439263927889296,0.023163580934130845,0.11300361499251865,0.06952629213241446,0.017206418290283354,0.06371924525558348,0.10414584634529733,0.1325105812389118,0.14536950611937383,0.12609030661879506,0.124072655855477,-0.005678728162243352,-0.02791408618309399,0.11415358246198082,0.09895664062910092,0.04504425234920695,0.02493573220145806,-0.02558888475832166,-0.03748988218371163,0.01790016456781407,0.04966433574785434,0.022920736128053898,-0.06464033177047201,-0.0023725071188707147
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,,,24450604878.0,18272123664.0,25605249382.0,28344705967.0,28630474728.0,24256667553.0,26436857247.0,31256284544.0,31584210366.0,33293199095.0,34733000536.0,52544000117.0,72436777342.0,52438647922.0,51169499892.0,56781000101.0,58082870156.0,69252328952.0,76961923741.0,78676842367.0,84307486837.0,103979000000.0,79092001998.0,88416668900.0,110934000000.0,111106000000.0,126207000000.0,76636898036.0,141352000000.0,189720000000.0,228789000000.0,236742000000.0,257440000000.0,258032000000.0,272150000000.0,292859000000.0,298948000000.0,283523000000.0,284204000000.0,268697000000.0,97724004252.0,127587000000.0,164658000000.0,198737000000.0,232557000000.0,287531000000.0,361558000000.0,332976000000.0,423627000000.0,530163000000.0,545982000000.0,552025000000.0,526320000000.0,594749000000.0,557531000000.0,643629000000.0,524820000000.0,447755000000.0,385540000000.0,487227000000.0,,Latin America & Caribbean,Upper middle income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1971-2018. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Argentina,,,,,,,0.015499703248236685,0.15760655355929631,0.03792629139311021,-0.05059162167674891,-0.026220952840637524,0.08818333830984781,0.061092877114357735,0.02126721903267037,0.03218472188691335,0.16427579333971476,0.2776314855152058,-0.0006687898692593341,-0.10939727985454306,0.02687406206844578,0.043147285203078534,0.06842436133376939,0.0983547064630581,0.04344808436016767,0.030853008817794736,0.09740324049233684,-0.021061350837976334,-0.052608455858626835,0.11937954887217872,0.07911514539710329,0.04393371430684234,-0.11644524502688891,0.03849921220511199,0.3527734343519975,0.17411614717582724,0.07659923135561453,0.04011245169630384,0.029120158922390837,0.018694834455177167,0.043105740606398824,0.03180058842096489,-0.010741235122347148,-0.016717798707963083,-0.017743659982381477,-0.29942114919792406,-0.21984444935958403,0.18994583713101387,0.15919749677769723,0.12197245127879452,0.13101573854733206,0.15846482862375844,0.05012924275540964,0.054229631668436085,0.16770236841849306,0.08825723788229967,0.013560733423322091,-0.012151110185576908,0.025160013254682534,0.019388466444645314,0.026677303122219387,-0.019952514111572506,-0.11392949527782037,-0.09769571037900626,0.02856158685449195
