Country Name,Region,IncomeGroup,TotalGDP,GDPPercentage
Aruba,Latin America & Caribbean,High income,18645718887863.9,4.101769815900179e-05
Africa Eastern and Southern,,,,
Afghanistan,South Asia,Low income,120699579957.8,
Africa Western and Central,,,,
Angola,Sub-Saharan Africa,Lower middle income,1103398661840.84,0.010176525811864448
Albania,Europe & Central Asia,Upper middle income,2557229070009.84,0.0007932624315084118
Andorra,Europe & Central Asia,High income,18645718887863.9,5.5189531076207834e-05
Arab World,,,,
United Arab Emirates,Middle East & North Africa,High income,18645718887863.9,0.0027192002653756886
Argentina,Latin America & Caribbean,Upper middle income,2557229070009.84,0.05527545484982935
Armenia,Europe & Central Asia,Upper middle income,2557229070009.84,0.0008825329277174673
American Samoa,East Asia & Pacific,Upper middle income,2557229070009.84,
Antigua and Barbuda,Latin America & Caribbean,High income,18645718887863.9,2.4642137595405852e-05
Australia,East Asia & Pacific,High income,18645718887863.9,0.01670270810543571
Austria,Europe & Central Asia,High income,18645718887863.9,0.008927679377830115
Azerbaijan,Europe & Central Asia,Upper middle income,2557229070009.84,0.003463907922791569
Burundi,Sub-Saharan Africa,Low income,120699579957.8,0.0093794962119654
Belgium,Europe & Central Asia,High income,18645718887863.9,0.011012286586260089
Benin,Sub-Saharan Africa,Lower middle income,1103398661840.84,0.0017762983695576709
Burkina Faso,Sub-Saharan Africa,Low income,120699579957.8,0.025694378083869908
Bangladesh,South Asia,Lower middle income,1103398661840.84,0.02863728435222437
Bulgaria,Europe & Central Asia,Upper middle income,2557229070009.84,0.008068143425618344
Bahrain,Middle East & North Africa,High income,18645718887863.9,0.00022685031665649956
"Bahamas, The",Latin America & Caribbean,High income,18645718887863.9,0.0001697976902387326
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,2557229070009.84,
Belarus,Europe & Central Asia,Upper middle income,2557229070009.84,0.008466195013150189
Belize,Latin America & Caribbean,Upper middle income,2557229070009.84,0.0002148810235439274
Bermuda,North America,High income,18645718887863.9,8.540298229190075e-05
Bolivia,Latin America & Caribbean,Lower middle income,1103398661840.84,0.004411445079948923
Brazil,Latin America & Caribbean,Upper middle income,2557229070009.84,0.15279272576019032
Barbados,Latin America & Caribbean,High income,18645718887863.9,0.00010791385781910794
Brunei Darussalam,East Asia & Pacific,High income,18645718887863.9,0.00018881287147858117
Bhutan,South Asia,Lower middle income,1103398661840.84,0.0002607019511153742
Botswana,Sub-Saharan Africa,Upper middle income,2557229070009.84,0.001482294682339668
Central African Republic,Sub-Saharan Africa,Low income,120699579957.8,0.011936341423091228
Canada,North America,High income,18645718887863.9,0.031853424562062686
Central Europe and the Baltics,,,,
Switzerland,Europe & Central Asia,High income,18645718887863.9,0.014253352289515644
Channel Islands,Europe & Central Asia,High income,18645718887863.9,
Chile,Latin America & Caribbean,High income,18645718887863.9,0.0017759512528397671
China,East Asia & Pacific,Upper middle income,2557229070009.84,0.1411128960764596
Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,1103398661840.84,0.009784179082643521
Cameroon,Sub-Saharan Africa,Lower middle income,1103398661840.84,0.011160501195873576
"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,120699579957.8,0.07746310785231351
"Congo, Rep.",Sub-Saharan Africa,Lower middle income,1103398661840.84,0.0025364776556197287
Colombia,Latin America & Caribbean,Upper middle income,2557229070009.84,0.01870934883037909
