Country Name,Region,IncomeGroup,TotalGDP,GDPPercentage
Aruba,Latin America & Caribbean,High income,9084014208861.57,
Africa Eastern and Southern,,,,
Afghanistan,South Asia,Low income,69470538244.6,
Africa Western and Central,,,,
Angola,Sub-Saharan Africa,Lower middle income,820510837872.04,0.007049683354581207
Albania,Europe & Central Asia,Upper middle income,1108472771161.72,
Andorra,Europe & Central Asia,High income,9084014208861.57,3.6092175261038964e-05
Arab World,,,,
United Arab Emirates,Middle East & North Africa,High income,9084014208861.57,0.0047119392771584195
Argentina,Latin America & Caribbean,Upper middle income,1108472771161.72,0.0938038377713385
Armenia,Europe & Central Asia,Upper middle income,1108472771161.72,
American Samoa,East Asia & Pacific,Upper middle income,1108472771161.72,
Antigua and Barbuda,Latin America & Caribbean,High income,9084014208861.57,2.0051057694550514e-05
Australia,East Asia & Pacific,High income,9084014208861.57,0.019514170269248787
Austria,Europe & Central Asia,High income,9084014208861.57,0.007939333304503755
Azerbaijan,Europe & Central Asia,Upper middle income,1108472771161.72,
Burundi,Sub-Saharan Africa,Low income,69470538244.6,0.015588281469579324
Belgium,Europe & Central Asia,High income,9084014208861.57,0.009597545429635135
Benin,Sub-Saharan Africa,Lower middle income,820510837872.04,0.0013349589700006148
Burkina Faso,Sub-Saharan Africa,Low income,69470538244.6,0.02303535853379387
Bangladesh,South Asia,Lower middle income,820510837872.04,0.021461080109152878
Bulgaria,Europe & Central Asia,Upper middle income,1108472771161.72,0.014942781724480856
Bahrain,Middle East & North Africa,High income,9084014208861.57,0.0004111735513751571
"Bahamas, The",Latin America & Caribbean,High income,9084014208861.57,0.00019075267389053968
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,1108472771161.72,
Belarus,Europe & Central Asia,Upper middle income,1108472771161.72,
Belize,Latin America & Caribbean,Upper middle income,1108472771161.72,0.0001733043796814863
Bermuda,North America,High income,9084014208861.57,9.790825724737188e-05
Bolivia,Latin America & Caribbean,Lower middle income,820510837872.04,0.006608878293507284
Brazil,Latin America & Caribbean,Upper middle income,1108472771161.72,0.17109757220399066
Barbados,Latin America & Caribbean,High income,9084014208861.57,0.00013606501251332812
Brunei Darussalam,East Asia & Pacific,High income,9084014208861.57,0.0004232405469213626
Bhutan,South Asia,Lower middle income,820510837872.04,0.0001909629768040134
Botswana,Sub-Saharan Africa,Upper middle income,1108472771161.72,0.0010575435071548311
Central African Republic,Sub-Saharan Africa,Low income,69470538244.6,0.009481420635908195
Canada,North America,High income,9084014208861.57,0.037488712827836744
Central Europe and the Baltics,,,,
Switzerland,Europe & Central Asia,High income,9084014208861.57,0.012629989051324739
Channel Islands,Europe & Central Asia,High income,9084014208861.57,
Chile,Latin America & Caribbean,High income,9084014208861.57,0.0022408550635183403
China,East Asia & Pacific,Upper middle income,1108472771161.72,0.20811246428564195
Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,820510837872.04,0.008334058617354211
Cameroon,Sub-Saharan Africa,Lower middle income,820510837872.04,0.008373077285386716
"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,69470538244.6,0.15843712929423803
"Congo, Rep.",Sub-Saharan Africa,Lower middle income,820510837872.04,0.0025560592172544504
Colombia,Latin America & Caribbean,Upper middle income,1108472771161.72,0.03493980527948353
Comoros,Sub-Saharan Africa,Lower middle income,820510837872.04,0.00023353982611242944
Cabo Verde,Sub-Saharan Africa,Lower middle income,820510837872.04,0.00016876832457098586
Costa Rica,Latin America & Caribbean,Upper middle income,1108472771161.72,0.0028388339216506597
Caribbean small states,,,,
Cuba,Latin America & Caribbean,Upper middle income,1108472771161.72,0.020032012593984072
Curacao,Latin America & Caribbean,High income,9084014208861.57,
Cayman Islands,Latin America & Caribbean,High income,9084014208861.57,
Cyprus,Europe & Central Asia,High income,9084014208861.57,0.0002378204196215961
Czechia,Europe & Central Asia,High income,9084014208861.57,
Germany,Europe & Central Asia,High income,9084014208861.57,0.08483958548283511
Djibouti,Middle East & North Africa,Lower middle income,820510837872.04,
Dominica,Latin America & Caribbean,Upper middle income,1108472771161.72,8.901002717152473e-05
Denmark,Europe & Central Asia,High income,9084014208861.57,0.006675989356868272
Dominican Republic,Latin America & Caribbean,Upper middle income,1108472771161.72,0.008318291833489491
Algeria,Middle East & North Africa,Lower middle income,820510837872.04,0.05947681316015798
East Asia & Pacific (excluding high income),,,,
Early-demographic dividend,,,,
East Asia & Pacific,,,,
Europe & Central Asia (excluding high income),,,,
Europe & Central Asia,,,,
Ecuador,Latin America & Caribbean,Upper middle income,1108472771161.72,0.015473977945370341
"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,820510837872.04,0.03774019596658787
Euro area,,,,
Eritrea,Sub-Saharan Africa,Low income,69470538244.6,
Spain,Europe & Central Asia,High income,9084014208861.57,0.01881888293759329
Estonia,Europe & Central Asia,High income,9084014208861.57,
Ethiopia,Sub-Saharan Africa,Low income,69470538244.6,0.12333128600260972
European Union,,,,
Fragile and conflict affected situations,,,,
Finland,Europe & Central Asia,High income,9084014208861.57,0.005611343809906713
Fiji,East Asia & Pacific,Upper middle income,1108472771161.72,0.0010132024035402715
France,Europe & Central Asia,High income,9084014208861.57,0.06163233424424201
Faroe Islands,Europe & Central Asia,High income,9084014208861.57,
"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,820510837872.04,0.00012979718863458673
Gabon,Sub-Saharan Africa,Upper middle income,1108472771161.72,0.003059412751696029
United Kingdom,Europe & Central Asia,High income,9084014208861.57,0.053898858890199824
Georgia,Europe & Central Asia,Upper middle income,1108472771161.72,
Ghana,Sub-Saharan Africa,Lower middle income,820510837872.04,0.004944815907029785
Gibraltar,Europe & Central Asia,High income,9084014208861.57,
Guinea,Sub-Saharan Africa,Low income,69470538244.6,
"Gambia, The",Sub-Saharan Africa,Low income,69470538244.6,0.003072476016357788
Guinea-Bissau,Sub-Saharan Africa,Low income,69470538244.6,0.0023546317969216973
Equatorial Guinea,Sub-Saharan Africa,Upper middle income,1108472771161.72,4.0093413303623765e-05
Greece,Europe & Central Asia,High income,9084014208861.57,0.005441303007956715
