Country Name,Region,IncomeGroup,TotalGDP,GDPPercentage
Aruba,Latin America & Caribbean,High income,1066804041042.99,
Africa Eastern and Southern,,,,
Afghanistan,South Asia,Low income,11453712277.0,0.047728340347587724
Africa Western and Central,,,,
Angola,Sub-Saharan Africa,Lower middle income,81861132385.08,
Albania,Europe & Central Asia,Upper middle income,145786048098.90298,
Andorra,Europe & Central Asia,High income,1066804041042.99,
Arab World,,,,
United Arab Emirates,Middle East & North Africa,High income,1066804041042.99,
Argentina,Latin America & Caribbean,Upper middle income,145786048098.90298,0.16771567099076876
Armenia,Europe & Central Asia,Upper middle income,145786048098.90298,
American Samoa,East Asia & Pacific,Upper middle income,145786048098.90298,
Antigua and Barbuda,Latin America & Caribbean,High income,1066804041042.99,
Australia,East Asia & Pacific,High income,1066804041042.99,0.018674098519089882
Austria,Europe & Central Asia,High income,1066804041042.99,0.007270416975939675
Azerbaijan,Europe & Central Asia,Upper middle income,145786048098.90298,
Burundi,Sub-Saharan Africa,Low income,11453712277.0,0.01864024526168041
Belgium,Europe & Central Asia,High income,1066804041042.99,0.012433413414924896
Benin,Sub-Saharan Africa,Lower middle income,81861132385.08,0.002888243784459212
Burkina Faso,Sub-Saharan Africa,Low income,11453712277.0,0.03313921409237788
Bangladesh,South Asia,Lower middle income,81861132385.08,0.062073577434730645
Bulgaria,Europe & Central Asia,Upper middle income,145786048098.90298,
Bahrain,Middle East & North Africa,High income,1066804041042.99,
"Bahamas, The",Latin America & Caribbean,High income,1066804041042.99,0.00019896334643847358
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,145786048098.90298,
Belarus,Europe & Central Asia,Upper middle income,145786048098.90298,
Belize,Latin America & Caribbean,Upper middle income,145786048098.90298,0.0002185183237725731
Bermuda,North America,High income,1066804041042.99,8.825424571690945e-05
Bolivia,Latin America & Caribbean,Lower middle income,81861132385.08,0.005431945215566608
Brazil,Latin America & Caribbean,Upper middle income,145786048098.90298,0.13191761559345483
Barbados,Latin America & Caribbean,High income,1066804041042.99,
Brunei Darussalam,East Asia & Pacific,High income,1066804041042.99,
Bhutan,South Asia,Lower middle income,81861132385.08,
Botswana,Sub-Saharan Africa,Upper middle income,145786048098.90298,0.0002444898403845835
Central African Republic,Sub-Saharan Africa,Low income,11453712277.0,0.010868332108356837
Canada,North America,High income,1066804041042.99,0.03958313430338639
Central Europe and the Baltics,,,,
Switzerland,Europe & Central Asia,High income,1066804041042.99,0.011136049641680409
Channel Islands,Europe & Central Asia,High income,1066804041042.99,
Chile,Latin America & Caribbean,High income,1066804041042.99,0.005077101809348823
China,East Asia & Pacific,Upper middle income,145786048098.90298,0.3238263168638237
Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,81861132385.08,0.007882670638668193
Cameroon,Sub-Saharan Africa,Lower middle income,81861132385.08,0.00848079797179221
"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,11453712277.0,0.3300101606873986
"Congo, Rep.",Sub-Saharan Africa,Lower middle income,81861132385.08,0.002034191747026824
Colombia,Latin America & Caribbean,Upper middle income,145786048098.90298,0.033991894475650375
Comoros,Sub-Saharan Africa,Lower middle income,81861132385.08,
Cabo Verde,Sub-Saharan Africa,Lower middle income,81861132385.08,
Costa Rica,Latin America & Caribbean,Upper middle income,145786048098.90298,0.003286877108946105
Caribbean small states,,,,
Cuba,Latin America & Caribbean,Upper middle income,145786048098.90298,
Curacao,Latin America & Caribbean,High income,1066804041042.99,
Cayman Islands,Latin America & Caribbean,High income,1066804041042.99,
Cyprus,Europe & Central Asia,High income,1066804041042.99,
Czechia,Europe & Central Asia,High income,1066804041042.99,
Germany,Europe & Central Asia,High income,1066804041042.99,
Djibouti,Middle East & North Africa,Lower middle income,81861132385.08,
Dominica,Latin America & Caribbean,Upper middle income,145786048098.90298,
Denmark,Europe & Central Asia,High income,1066804041042.99,
Dominican Republic,Latin America & Caribbean,Upper middle income,145786048098.90298,0.005652804302925619
Algeria,Middle East & North Africa,Lower middle income,81861132385.08,0.024449067215258555
East Asia & Pacific (excluding high income),,,,
Early-demographic dividend,,,,
East Asia & Pacific,,,,
Europe & Central Asia (excluding high income),,,,
Europe & Central Asia,,,,
Ecuador,Latin America & Caribbean,Upper middle income,145786048098.90298,0.010413947293296746
"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,81861132385.08,
Euro area,,,,
Eritrea,Sub-Saharan Africa,Low income,11453712277.0,
Spain,Europe & Central Asia,High income,1066804041042.99,0.015127937829352157
Estonia,Europe & Central Asia,High income,1066804041042.99,
Ethiopia,Sub-Saharan Africa,Low income,11453712277.0,
European Union,,,,
Fragile and conflict affected situations,,,,
Finland,Europe & Central Asia,High income,1066804041042.99,0.00594352909256039
Fiji,East Asia & Pacific,Upper middle income,145786048098.90298,0.0008430603380964057
France,Europe & Central Asia,High income,1066804041042.99,0.07087293157989938
Faroe Islands,Europe & Central Asia,High income,1066804041042.99,
"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,81861132385.08,
Gabon,Sub-Saharan Africa,Upper middle income,145786048098.90298,0.0012538685209162721
United Kingdom,Europe & Central Asia,High income,1066804041042.99,0.07615978289467867
Georgia,Europe & Central Asia,Upper middle income,145786048098.90298,
Ghana,Sub-Saharan Africa,Lower middle income,81861132385.08,0.016886560211472806
Gibraltar,Europe & Central Asia,High income,1066804041042.99,
Guinea,Sub-Saharan Africa,Low income,11453712277.0,
"Gambia, The",Sub-Saharan Africa,Low income,11453712277.0,
Guinea-Bissau,Sub-Saharan Africa,Low income,11453712277.0,
Equatorial Guinea,Sub-Saharan Africa,Upper middle income,145786048098.90298,6.257629980346965e-05
Greece,Europe & Central Asia,High income,1066804041042.99,0.004886602890914551
Grenada,Latin America & Caribbean,Upper middle income,145786048098.90298,
Greenland,Europe & Central Asia,High income,1066804041042.99,
Guatemala,Latin America & Caribbean,Upper middle income,145786048098.90298,0.007844372043229872
Guam,East Asia & Pacific,High income,1066804041042.99,
Guyana,Latin America & Caribbean,Upper middle income,145786048098.90298,0.0013372224430402606
High income,,,,
"Hong Kong SAR, China",East Asia & Pacific,High income,1066804041042.99,0.001511380112905877
Honduras,Latin America & Caribbean,Lower middle income,81861132385.08,0.004736680139922805
Heavily indebted poor countries (HIPC),,,,
Croatia,Europe & Central Asia,High income,1066804041042.99,
Haiti,Latin America & Caribbean,Lower middle income,81861132385.08,0.0034435976120381455
Hungary,Europe & Central Asia,High income,1066804041042.99,
IBRD only,,,,
IDA & IBRD total,,,,
IDA total,,,,
IDA blend,,,,
Indonesia,East Asia & Pacific,Lower middle income,81861132385.08,
IDA only,,,,
Isle of Man,Europe & Central Asia,High income,1066804041042.99,
India,South Asia,Lower middle income,81861132385.08,0.5150366312998175
Ireland,Europe & Central Asia,High income,1066804041042.99,0.002118804951085588
"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,81861132385.08,0.057335713289686285
Iraq,Middle East & North Africa,Upper middle income,145786048098.90298,0.013407557592026588
Iceland,Europe & Central Asia,High income,1066804041042.99,0.00026707483777568337
Israel,Middle East & North Africa,High income,1066804041042.99,0.0023528219836381854
Italy,Europe & Central Asia,High income,1066804041042.99,0.047228816127974936
Jamaica,Latin America & Caribbean,Upper middle income,145786048098.90298,0.005334615046786855
Jordan,Middle East & North Africa,Upper middle income,145786048098.90298,
Japan,East Asia & Pacific,High income,1066804041042.99,0.056920499311787845
Kazakhstan,Europe & Central Asia,Upper middle income,145786048098.90298,
Kenya,Sub-Saharan Africa,Lower middle income,81861132385.08,0.010604683501278097
Kyrgyz Republic,Europe & Central Asia,Lower middle income,81861132385.08,
Cambodia,East Asia & Pacific,Lower middle income,81861132385.08,0.00806243438577563
Kiribati,East Asia & Pacific,Lower middle income,81861132385.08,
St. Kitts and Nevis,Latin America & Caribbean,High income,1066804041042.99,1.175620045246398e-05
"Korea, Rep.",East Asia & Pacific,High income,1066804041042.99,0.0026383722799251906
Kuwait,Middle East & North Africa,High income,1066804041042.99,
Latin America & Caribbean (excluding high income),,,,
Lao PDR,East Asia & Pacific,Lower middle income,81861132385.08,
Lebanon,Middle East & North Africa,Lower middle income,81861132385.08,
Liberia,Sub-Saharan Africa,Low income,11453712277.0,
Libya,Middle East & North Africa,Upper middle income,145786048098.90298,
St. Lucia,Latin America & Caribbean,Upper middle income,145786048098.90298,
Latin America & Caribbean,,,,
Least developed countries: UN classification,,,,
Low income,,,,
Liechtenstein,Europe & Central Asia,High income,1066804041042.99,
Sri Lanka,South Asia,Lower middle income,81861132385.08,0.017519381142367254
Lower middle income,,,,
Low & middle income,,,,
Lesotho,Sub-Saharan Africa,Lower middle income,81861132385.08,0.000511343559518476
Late-demographic dividend,,,,
Lithuania,Europe & Central Asia,High income,1066804041042.99,
Luxembourg,Europe & Central Asia,High income,1066804041042.99,0.0006950756205188753
Latvia,Europe & Central Asia,High income,1066804041042.99,
"Macao SAR, China",East Asia & Pacific,High income,1066804041042.99,
St. Martin (French part),Latin America & Caribbean,High income,1066804041042.99,
Morocco,Middle East & North Africa,Lower middle income,81861132385.08,0.029068818774777988
Monaco,Europe & Central Asia,High income,1066804041042.99,
Moldova,Europe & Central Asia,Upper middle income,145786048098.90298,
Madagascar,Sub-Saharan Africa,Low income,11453712277.0,0.0645456153446904
Maldives,South Asia,Upper middle income,145786048098.90298,
Middle East & North Africa,,,,
Mexico,Latin America & Caribbean,Upper middle income,145786048098.90298,0.10426237762949812
Marshall Islands,East Asia & Pacific,Upper middle income,145786048098.90298,
Middle income,,,,
North Macedonia,Europe & Central Asia,Upper middle income,145786048098.90298,
Mali,Sub-Saharan Africa,Low income,11453712277.0,
Malta,Middle East & North Africa,High income,1066804041042.99,
Myanmar,East Asia & Pacific,Lower middle income,81861132385.08,0.0074823952094710735
Middle East & North Africa (excluding high income),,,,
Montenegro,Europe & Central Asia,Upper middle income,145786048098.90298,
Mongolia,East Asia & Pacific,Lower middle income,81861132385.08,
Northern Mariana Islands,East Asia & Pacific,High income,1066804041042.99,
Mozambique,Sub-Saharan Africa,Low income,11453712277.0,
Mauritania,Sub-Saharan Africa,Lower middle income,81861132385.08,0.002006710462142839
Mauritius,Sub-Saharan Africa,Upper middle income,145786048098.90298,
Malawi,Sub-Saharan Africa,Low income,11453712277.0,0.01598750983711305
Malaysia,East Asia & Pacific,Upper middle income,145786048098.90298,0.013729041325286195
North America,,,,
Namibia,Sub-Saharan Africa,Upper middle income,145786048098.90298,
New Caledonia,East Asia & Pacific,High income,1066804041042.99,
Niger,Sub-Saharan Africa,Low income,11453712277.0,0.04642481669176995
Nigeria,Sub-Saharan Africa,Lower middle income,81861132385.08,0.059971109743587776
Nicaragua,Latin America & Caribbean,Lower middle income,81861132385.08,0.0032407515138203977
Netherlands,Europe & Central Asia,High income,1066804041042.99,0.0137298480381457
Norway,Europe & Central Asia,High income,1066804041042.99,0.0056870582127421035
Nepal,South Asia,Lower middle income,81861132385.08,0.007012987537228764
Nauru,East Asia & Pacific,High income,1066804041042.99,
New Zealand,East Asia & Pacific,High income,1066804041042.99,0.005696919053716904
OECD members,,,,
Oman,Middle East & North Africa,High income,1066804041042.99,
Other small states,,,,
Pakistan,South Asia,Lower middle income,81861132385.08,0.05265213992795401
Panama,Latin America & Caribbean,High income,1066804041042.99,0.000611284617334629
Peru,Latin America & Caribbean,Upper middle income,145786048098.90298,0.02254518337564246
Philippines,East Asia & Pacific,Lower middle income,81861132385.08,0.0605235858904758
Palau,East Asia & Pacific,Upper middle income,145786048098.90298,
Papua New Guinea,East Asia & Pacific,Lower middle income,81861132385.08,0.0031905744495614057
Poland,Europe & Central Asia,High income,1066804041042.99,
Pre-demographic dividend,,,,
Puerto Rico,Latin America & Caribbean,High income,1066804041042.99,0.0019632471563871775
"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,11453712277.0,
Portugal,Europe & Central Asia,High income,1066804041042.99,0.003438515619432471
Paraguay,Latin America & Caribbean,Upper middle income,145786048098.90298,
West Bank and Gaza,Middle East & North Africa,Lower middle income,81861132385.08,
Pacific island small states,,,,
Post-demographic dividend,,,,
French Polynesia,East Asia & Pacific,High income,1066804041042.99,
Qatar,Middle East & North Africa,High income,1066804041042.99,
Romania,Europe & Central Asia,High income,1066804041042.99,
Russian Federation,Europe & Central Asia,Upper middle income,145786048098.90298,
Rwanda,Sub-Saharan Africa,Low income,11453712277.0,0.010913492933728598
South Asia,,,,
Saudi Arabia,Middle East & North Africa,High income,1066804041042.99,
Sudan,Sub-Saharan Africa,Low income,11453712277.0,0.13459973759737215
Senegal,Sub-Saharan Africa,Lower middle income,81861132385.08,0.013259962846517362
Singapore,East Asia & Pacific,High income,1066804041042.99,0.0007745045746097844
Solomon Islands,East Asia & Pacific,Lower middle income,81861132385.08,
Sierra Leone,Sub-Saharan Africa,Low income,11453712277.0,0.029922314400040697
El Salvador,Latin America & Caribbean,Lower middle income,81861132385.08,
San Marino,Europe & Central Asia,High income,1066804041042.99,
Somalia,Sub-Saharan Africa,Low income,11453712277.0,0.017769952883198308
Serbia,Europe & Central Asia,Upper middle income,145786048098.90298,
Sub-Saharan Africa (excluding high income),,,,
South Sudan,Sub-Saharan Africa,Low income,11453712277.0,
Sub-Saharan Africa,,,,
Small states,,,,
Sao Tome and Principe,Sub-Saharan Africa,Lower middle income,81861132385.08,
Suriname,Latin America & Caribbean,Upper middle income,145786048098.90298,0.0007967154711622504
Slovak Republic,Europe & Central Asia,High income,1066804041042.99,
Slovenia,Europe & Central Asia,High income,1066804041042.99,
Sweden,Europe & Central Asia,High income,1066804041042.99,0.0174982945900256
Eswatini,Sub-Saharan Africa,Lower middle income,81861132385.08,0.0005610362344360956
Sint Maarten (Dutch part),Latin America & Caribbean,High income,1066804041042.99,
Seychelles,Sub-Saharan Africa,High income,1066804041042.99,1.185037371778249e-05
Syrian Arab Republic,Middle East & North Africa,Low income,11453712277.0,0.09696121695235073
Turks and Caicos Islands,Latin America & Caribbean,High income,1066804041042.99,
Chad,Sub-Saharan Africa,Low income,11453712277.0,0.031224436693609112
East Asia & Pacific (IDA & IBRD countries),,,,
Europe & Central Asia (IDA & IBRD countries),,,,
Togo,Sub-Saharan Africa,Low income,11453712277.0,0.011545378336903372
Thailand,East Asia & Pacific,Upper middle income,145786048098.90298,0.022697047077887687
Tajikistan,Europe & Central Asia,Lower middle income,81861132385.08,
Turkmenistan,Europe & Central Asia,Upper middle income,145786048098.90298,
Latin America & the Caribbean (IDA & IBRD countries),,,,
Timor-Leste,East Asia & Pacific,Lower middle income,81861132385.08,
Middle East & North Africa (IDA & IBRD countries),,,,
Tonga,East Asia & Pacific,Upper middle income,145786048098.90298,
South Asia (IDA & IBRD),,,,
Sub-Saharan Africa (IDA & IBRD countries),,,,
Trinidad and Tobago,Latin America & Caribbean,High income,1066804041042.99,0.0005805369809946592
Tunisia,Middle East & North Africa,Lower middle income,81861132385.08,
Turkiye,Europe & Central Asia,Upper middle income,145786048098.90298,0.06120079622397789
Tuvalu,East Asia & Pacific,Upper middle income,145786048098.90298,
Tanzania,Sub-Saharan Africa,Lower middle income,81861132385.08,
Uganda,Sub-Saharan Africa,Low income,11453712277.0,0.03920236232069967
Ukraine,Europe & Central Asia,Lower middle income,81861132385.08,
Upper middle income,,,,
Uruguay,Latin America & Caribbean,High income,1066804041042.99,0.0016029226935887566
United States,North America,High income,1066804041042.99,0.5672082001193092
Uzbekistan,Europe & Central Asia,Lower middle income,81861132385.08,
St. Vincent and the Grenadines,Latin America & Caribbean,Upper middle income,145786048098.90298,9.963147468093895e-05
"Venezuela, RB",Latin America & Caribbean,,,
