Country Name,Region,IncomeGroup,TotalGDP,GDPPercentage
Aruba,Latin America & Caribbean,High income,48901358228723.17,5.3945103419449104e-05
Africa Eastern and Southern,,,,
Afghanistan,South Asia,Low income,432976621563.0,0.04201245498044336
Africa Western and Central,,,,
Angola,Sub-Saharan Africa,Lower middle income,6042961948651.5,0.018109827751674176
Albania,Europe & Central Asia,Upper middle income,17647558691011.28,0.0007304559659895543
Andorra,Europe & Central Asia,High income,48901358228723.17,7.421478497642864e-05
Arab World,,,,
United Arab Emirates,Middle East & North Africa,High income,48901358228723.17,0.007170884668680418
Argentina,Latin America & Caribbean,Upper middle income,17647558691011.28,0.030041719043554536
Armenia,Europe & Central Asia,Upper middle income,17647558691011.28,0.0005747033633136943
American Samoa,East Asia & Pacific,Upper middle income,17647558691011.28,3.229908510180093e-05
Antigua and Barbuda,Latin America & Caribbean,High income,48901358228723.17,2.3263914913753595e-05
Australia,East Asia & Pacific,High income,48901358228723.17,0.028596547225934032
Austria,Europe & Central Asia,High income,48901358228723.17,0.008827668916288738
Azerbaijan,Europe & Central Asia,Upper middle income,17647558691011.28,0.003737153016728156
Burundi,Sub-Saharan Africa,Low income,432976621563.0,0.005163837391332867
Belgium,Europe & Central Asia,High income,48901358228723.17,0.010701747741898339
Benin,Sub-Saharan Africa,Lower middle income,6042961948651.5,0.0017695496779333913
Burkina Faso,Sub-Saharan Africa,Low income,432976621563.0,0.02790057486335267
Bangladesh,South Asia,Lower middle income,6042961948651.5,0.02128724309255428
Bulgaria,Europe & Central Asia,Upper middle income,17647558691011.28,0.0032683410795725644
Bahrain,Middle East & North Africa,High income,48901358228723.17,0.0005884620956826001
"Bahamas, The",Latin America & Caribbean,High income,48901358228723.17,0.00020593395285460443
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,17647558691011.28,0.0010565044257649428
Belarus,Europe & Central Asia,Upper middle income,17647558691011.28,0.0034995089137431854
Belize,Latin America & Caribbean,Upper middle income,17647558691011.28,0.0001031020795486435
Bermuda,North America,High income,48901358228723.17,0.00012909029991506693
Bolivia,Latin America & Caribbean,Lower middle income,6042961948651.5,0.003965445030536292
Brazil,Latin America & Caribbean,Upper middle income,17647558691011.28,0.14824713411110807
Barbados,Latin America & Caribbean,High income,48901358228723.17,9.524683196353856e-05
