Country Name,Region,IncomeGroup,TotalGDP,GDPPercentage
Aruba,Latin America & Caribbean,High income,5582486494560.76,
Africa Eastern and Southern,,,,
Afghanistan,South Asia,Low income,47898938155.2,0.06165759684339434
Africa Western and Central,,,,
Angola,Sub-Saharan Africa,Lower middle income,429266748036.89,
Albania,Europe & Central Asia,Upper middle income,732866038339.84,
Andorra,Europe & Central Asia,High income,5582486494560.76,4.5503048426091494e-05
Arab World,,,,
United Arab Emirates,Middle East & North Africa,High income,5582486494560.76,0.004455322048559108
Argentina,Latin America & Caribbean,Upper middle income,732866038339.84,0.07747800707155961
Armenia,Europe & Central Asia,Upper middle income,732866038339.84,
American Samoa,East Asia & Pacific,Upper middle income,732866038339.84,
Antigua and Barbuda,Latin America & Caribbean,High income,5582486494560.76,1.3882121125686233e-05
Australia,East Asia & Pacific,High income,5582486494560.76,0.019767356375607788
Austria,Europe & Central Asia,High income,5582486494560.76,0.0092334766843096
Azerbaijan,Europe & Central Asia,Upper middle income,732866038339.84,
Burundi,Sub-Saharan Africa,Low income,47898938155.2,0.011431058321708506
Belgium,Europe & Central Asia,High income,5582486494560.76,0.014839248700326322
Benin,Sub-Saharan Africa,Lower middle income,429266748036.89,0.0017472812479189346
Burkina Faso,Sub-Saharan Africa,Low income,47898938155.2,0.02361690804782887
Bangladesh,South Asia,Lower middle income,429266748036.89,0.02248287188825212
Bulgaria,Europe & Central Asia,Upper middle income,732866038339.84,
Bahrain,Middle East & North Africa,High income,5582486494560.76,
"Bahamas, The",Latin America & Caribbean,High income,5582486494560.76,0.0001277208642949167
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,732866038339.84,
Belarus,Europe & Central Asia,Upper middle income,732866038339.84,
Belize,Latin America & Caribbean,Upper middle income,732866038339.84,0.00016053411380136036
Bermuda,North America,High income,5582486494560.76,8.007184619891691e-05
Bolivia,Latin America & Caribbean,Lower middle income,429266748036.89,0.007518486574512506
Brazil,Latin America & Caribbean,Upper middle income,732866038339.84,0.24062242043507942
Barbados,Latin America & Caribbean,High income,5582486494560.76,8.8687660665618e-05
Brunei Darussalam,East Asia & Pacific,High income,5582486494560.76,0.0003103851953225968
Bhutan,South Asia,Lower middle income,429266748036.89,
Botswana,Sub-Saharan Africa,Upper middle income,732866038339.84,0.0006162153814945719
Central African Republic,Sub-Saharan Africa,Low income,47898938155.2,0.010591009743395047
Canada,North America,High income,5582486494560.76,0.03790640608019062
Central Europe and the Baltics,,,,
Switzerland,Europe & Central Asia,High income,5582486494560.76,
Channel Islands,Europe & Central Asia,High income,5582486494560.76,
Chile,Latin America & Caribbean,High income,5582486494560.76,0.002501196095253362
China,East Asia & Pacific,Upper middle income,732866038339.84,0.23870392520342015
Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,429266748036.89,0.014594812867875798
Cameroon,Sub-Saharan Africa,Lower middle income,429266748036.89,0.007908052183227274
"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,47898938155.2,0.2577181298675588
"Congo, Rep.",Sub-Saharan Africa,Lower middle income,429266748036.89,0.0017826305766740608
Colombia,Latin America & Caribbean,Upper middle income,732866038339.84,0.026568239760580977
Comoros,Sub-Saharan Africa,Lower middle income,429266748036.89,
Cabo Verde,Sub-Saharan Africa,Lower middle income,429266748036.89,
Costa Rica,Latin America & Caribbean,Upper middle income,732866038339.84,0.004192344647270002
Caribbean small states,,,,
Cuba,Latin America & Caribbean,Upper middle income,732866038339.84,0.019384386684340272
Curacao,Latin America & Caribbean,High income,5582486494560.76,
Cayman Islands,Latin America & Caribbean,High income,5582486494560.76,
Cyprus,Europe & Central Asia,High income,5582486494560.76,0.00013164169312653614
Czechia,Europe & Central Asia,High income,5582486494560.76,
Germany,Europe & Central Asia,High income,5582486494560.76,0.10756819574666043
Djibouti,Middle East & North Africa,Lower middle income,429266748036.89,
Dominica,Latin America & Caribbean,Upper middle income,732866038339.84,6.259390531169365e-05
Denmark,Europe & Central Asia,High income,5582486494560.76,0.008917950552591014
Dominican Republic,Latin America & Caribbean,Upper middle income,732866038339.84,0.006259124805934723
Algeria,Middle East & North Africa,Lower middle income,429266748036.89,0.048855173080393666
East Asia & Pacific (excluding high income),,,,
Early-demographic dividend,,,,
East Asia & Pacific,,,,
Europe & Central Asia (excluding high income),,,,
Europe & Central Asia,,,,
Ecuador,Latin America & Caribbean,Upper middle income,732866038339.84,0.015045514477622625
"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,429266748036.89,0.033547454914356505
Euro area,,,,
Eritrea,Sub-Saharan Africa,Low income,47898938155.2,
Spain,Europe & Central Asia,High income,5582486494560.76,0.023725807510515316
Estonia,Europe & Central Asia,High income,5582486494560.76,
Ethiopia,Sub-Saharan Africa,Low income,47898938155.2,
European Union,,,,
Fragile and conflict affected situations,,,,
Finland,Europe & Central Asia,High income,5582486494560.76,0.006000874225784549
Fiji,East Asia & Pacific,Upper middle income,732866038339.84,0.0009818071781985656
France,Europe & Central Asia,High income,5582486494560.76,0.07349395299025824
Faroe Islands,Europe & Central Asia,High income,5582486494560.76,
"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,429266748036.89,
Gabon,Sub-Saharan Africa,Upper middle income,732866038339.84,0.0038333732592712483
United Kingdom,Europe & Central Asia,High income,5582486494560.76,0.04712344584376796
Georgia,Europe & Central Asia,Upper middle income,732866038339.84,
Ghana,Sub-Saharan Africa,Lower middle income,429266748036.89,0.0074299455655156155
Gibraltar,Europe & Central Asia,High income,5582486494560.76,
Guinea,Sub-Saharan Africa,Low income,47898938155.2,
"Gambia, The",Sub-Saharan Africa,Low income,47898938155.2,0.002883033499668682
Guinea-Bissau,Sub-Saharan Africa,Low income,47898938155.2,0.002400287180218389
Equatorial Guinea,Sub-Saharan Africa,Upper middle income,732866038339.84,0.0001418915799885648
Greece,Europe & Central Asia,High income,5582486494560.76,0.006480308551260796
Grenada,Latin America & Caribbean,Upper middle income,732866038339.84,9.755465726308773e-05
Greenland,Europe & Central Asia,High income,5582486494560.76,5.056337767678011e-05
Guatemala,Latin America & Caribbean,Upper middle income,732866038339.84,0.00747817460939378
Guam,East Asia & Pacific,High income,5582486494560.76,
Guyana,Latin America & Caribbean,Upper middle income,732866038339.84,0.0006138638938967786
High income,,,,
"Hong Kong SAR, China",East Asia & Pacific,High income,5582486494560.76,0.0028158480516372185
Honduras,Latin America & Caribbean,Lower middle income,429266748036.89,0.0038891900144488426
Heavily indebted poor countries (HIPC),,,,
Croatia,Europe & Central Asia,High income,5582486494560.76,
Haiti,Latin America & Caribbean,Lower middle income,429266748036.89,0.0022060874836702174
Hungary,Europe & Central Asia,High income,5582486494560.76,
IBRD only,,,,
IDA & IBRD total,,,,
IDA total,,,,
IDA blend,,,,
Indonesia,East Asia & Pacific,Lower middle income,429266748036.89,0.10671433525306112
IDA only,,,,
Isle of Man,Europe & Central Asia,High income,5582486494560.76,
India,South Asia,Lower middle income,429266748036.89,0.28301050699962377
Ireland,Europe & Central Asia,High income,5582486494560.76,0.0020149337471679885
