Country Name,Region,IncomeGroup,TotalGDP,GDPPercentage
Aruba,Latin America & Caribbean,High income,43341082619712.2,6.17809585998242e-05
Africa Eastern and Southern,,,,
Afghanistan,South Asia,Low income,409707713962.9,0.023713885091457627
Africa Western and Central,,,,
Angola,Sub-Saharan Africa,Lower middle income,3728933541757.1,0.01750271259869276
Albania,Europe & Central Asia,Upper middle income,10196760704178.73,0.0010471290298716463
Andorra,Europe & Central Asia,High income,43341082619712.2,9.119755121673622e-05
Arab World,,,,
United Arab Emirates,Middle East & North Africa,High income,43341082619712.2,0.005950843504834274
Argentina,Latin America & Caribbean,Upper middle income,10196760704178.73,0.028198268875934986
Armenia,Europe & Central Asia,Upper middle income,10196760704178.73,0.0009028653282240084
American Samoa,East Asia & Pacific,Upper middle income,10196760704178.73,5.080044683089588e-05
Antigua and Barbuda,Latin America & Caribbean,High income,43341082619712.2,3.0289027861129996e-05
Australia,East Asia & Pacific,High income,43341082619712.2,0.019714020701720847
Austria,Europe & Central Asia,High income,43341082619712.2,0.008979609563859674
Azerbaijan,Europe & Central Asia,Upper middle income,10196760704178.73,0.0032412591353110456
Burundi,Sub-Saharan Africa,Low income,409707713962.9,0.0033101631206358174
Belgium,Europe & Central Asia,High income,43341082619712.2,0.010865487697481219
Benin,Sub-Saharan Africa,Lower middle income,3728933541757.1,0.0021907198394720347
Burkina Faso,Sub-Saharan Africa,Low income,409707713962.9,0.018612593476066516
Bangladesh,South Asia,Lower middle income,3728933541757.1,0.021349773955876488
Bulgaria,Europe & Central Asia,Upper middle income,10196760704178.73,0.004357541874822168
Bahrain,Middle East & North Africa,High income,43341082619712.2,0.0005013718782861426
"Bahamas, The",Latin America & Caribbean,High income,43341082619712.2,0.0002449948030409977
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,10196760704178.73,0.001547429408982179
Belarus,Europe & Central Asia,Upper middle income,10196760704178.73,0.004440370930294058
Belize,Latin America & Caribbean,Upper middle income,10196760704178.73,0.00016632733170887916
Bermuda,North America,High income,43341082619712.2,0.00015613361713586412
Bolivia,Latin America & Caribbean,Lower middle income,3728933541757.1,0.0035184813730463203
Brazil,Latin America & Caribbean,Upper middle income,10196760704178.73,0.1370121394951892
Barbados,Latin America & Caribbean,High income,43341082619712.2,0.00010784242495765872
Brunei Darussalam,East Asia & Pacific,High income,43341082619712.2,0.0002825885627838368
Bhutan,South Asia,Lower middle income,3728933541757.1,0.00031330902090829024
Botswana,Sub-Saharan Africa,Upper middle income,10196760704178.73,0.00103633604460968
Central African Republic,Sub-Saharan Africa,Low income,409707713962.9,0.00414883904078487
Canada,North America,High income,43341082619712.2,0.03388978565413033
Central Europe and the Baltics,,,,
Switzerland,Europe & Central Asia,High income,43341082619712.2,0.01132276746074643
Channel Islands,Europe & Central Asia,High income,43341082619712.2,0.0002656892245871745
Chile,Latin America & Caribbean,High income,43341082619712.2,0.003981580282941854
China,East Asia & Pacific,Upper middle income,10196760704178.73,0.34818312432741866
Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,3728933541757.1,0.0077126856008401905
Cameroon,Sub-Saharan Africa,Lower middle income,3728933541757.1,0.00641691547088416
"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,409707713962.9,0.04085124894064255
"Congo, Rep.",Sub-Saharan Africa,Lower middle income,3728933541757.1,0.002355285678505691
Colombia,Latin America & Caribbean,Upper middle income,10196760704178.73,0.020220343105188752
Comoros,Sub-Saharan Africa,Lower middle income,3728933541757.1,0.00021337820038623513
Cabo Verde,Sub-Saharan Africa,Lower middle income,3728933541757.1,0.00040575677953408757
Costa Rica,Latin America & Caribbean,Upper middle income,10196760704178.73,0.002636592259538109
Caribbean small states,,,,
Cuba,Latin America & Caribbean,Upper middle income,10196760704178.73,0.005321579268577182
Curacao,Latin America & Caribbean,High income,43341082619712.2,
Cayman Islands,Latin America & Caribbean,High income,43341082619712.2,0.00010305323697587087
Cyprus,Europe & Central Asia,High income,43341082619712.2,0.0005530264262272634
Czechia,Europe & Central Asia,High income,43341082619712.2,0.004388076820063127
Germany,Europe & Central Asia,High income,43341082619712.2,0.07903771186467762
Djibouti,Middle East & North Africa,Lower middle income,3728933541757.1,0.0002273891233525322
Dominica,Latin America & Caribbean,Upper middle income,10196760704178.73,4.132430742709465e-05
Denmark,Europe & Central Asia,High income,43341082619712.2,0.00736998202843049
Dominican Republic,Latin America & Caribbean,Upper middle income,10196760704178.73,0.004311704603794668
Algeria,Middle East & North Africa,Lower middle income,3728933541757.1,0.0361972125511247
East Asia & Pacific (excluding high income),,,,
Early-demographic dividend,,,,
East Asia & Pacific,,,,
Europe & Central Asia (excluding high income),,,,
Europe & Central Asia,,,,
Ecuador,Latin America & Caribbean,Upper middle income,10196760704178.73,0.005002351087742652
"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,3728933541757.1,0.03497997444559891
Euro area,,,,
Eritrea,Sub-Saharan Africa,Low income,409707713962.9,0.0032168652092290006
Spain,Europe & Central Asia,High income,43341082619712.2,0.034009302742465455
Estonia,Europe & Central Asia,High income,43341082619712.2,0.0005179642068467801
Ethiopia,Sub-Saharan Africa,Low income,409707713962.9,0.04810164930110291
European Union,,,,
Fragile and conflict affected situations,,,,
Finland,Europe & Central Asia,High income,43341082619712.2,0.005915357543085351
Fiji,East Asia & Pacific,Upper middle income,10196760704178.73,0.0003313125313037438
France,Europe & Central Asia,High income,43341082619712.2,0.06138725290608966
Faroe Islands,Europe & Central Asia,High income,43341082619712.2,5.39676353616552e-05
"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,3728933541757.1,6.886344235542477e-05
Gabon,Sub-Saharan Africa,Upper middle income,10196760704178.73,0.0012215065565768994
United Kingdom,Europe & Central Asia,High income,43341082619712.2,0.07136000794297964
Georgia,Europe & Central Asia,Upper middle income,10196760704178.73,0.0009976582432527866
Ghana,Sub-Saharan Africa,Lower middle income,3728933541757.1,0.006658162359820696
Gibraltar,Europe & Central Asia,High income,43341082619712.2,
Guinea,Sub-Saharan Africa,Low income,409707713962.9,0.015332680937925523
"Gambia, The",Sub-Saharan Africa,Low income,409707713962.9,0.003123457775842317
Guinea-Bissau,Sub-Saharan Africa,Low income,409707713962.9,0.001700995092718969
Equatorial Guinea,Sub-Saharan Africa,Upper middle income,10196760704178.73,0.001281948173368733
Greece,Europe & Central Asia,High income,43341082619712.2,0.007357984174003026
Grenada,Latin America & Caribbean,Upper middle income,10196760704178.73,7.440437356631153e-05
Greenland,Europe & Central Asia,High income,43341082619712.2,5.1909448795742594e-05
Guatemala,Latin America & Caribbean,Upper middle income,10196760704178.73,0.003292012953608254
Guam,East Asia & Pacific,High income,43341082619712.2,0.00010145108830299904
Guyana,Latin America & Caribbean,Upper middle income,10196760704178.73,0.000267827325680088
High income,,,,
"Hong Kong SAR, China",East Asia & Pacific,High income,43341082619712.2,0.004882134621707912
Honduras,Latin America & Caribbean,Lower middle income,3728933541757.1,0.0033149578941477427
Heavily indebted poor countries (HIPC),,,,
Croatia,Europe & Central Asia,High income,43341082619712.2,0.0013991792385781127
Haiti,Latin America & Caribbean,Lower middle income,3728933541757.1,0.0025537497644736265
Hungary,Europe & Central Asia,High income,43341082619712.2,0.003234506189659433
IBRD only,,,,
IDA & IBRD total,,,,
IDA total,,,,
IDA blend,,,,
Indonesia,East Asia & Pacific,Lower middle income,3728933541757.1,0.11590901129236438
IDA only,,,,
Isle of Man,Europe & Central Asia,High income,43341082619712.2,0.00010304542872606389
India,South Asia,Lower middle income,3728933541757.1,0.3262970461593862
Ireland,Europe & Central Asia,High income,43341082619712.2,0.006231477934452054
"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,3728933541757.1,0.09382897176417178
Iraq,Middle East & North Africa,Upper middle income,10196760704178.73,0.0087122820444922
Iceland,Europe & Central Asia,High income,43341082619712.2,0.0004995838656589557
Israel,Middle East & North Africa,High income,43341082619712.2,0.004246594429006955
Italy,Europe & Central Asia,High income,43341082619712.2,0.051062406987347556
Jamaica,Latin America & Caribbean,Upper middle income,10196760704178.73,0.001255260703799257
Jordan,Middle East & North Africa,Upper middle income,10196760704178.73,0.0016780267510826236
Japan,East Asia & Pacific,High income,43341082619712.2,0.1056676419503434
Kazakhstan,Europe & Central Asia,Upper middle income,10196760704178.73,0.010282677317025932
Kenya,Sub-Saharan Africa,Lower middle income,3728933541757.1,0.008570331121251646
Kyrgyz Republic,Europe & Central Asia,Lower middle income,3728933541757.1,0.0010197462970091453
Cambodia,East Asia & Pacific,Lower middle income,3728933541757.1,0.002316811427518531
Kiribati,East Asia & Pacific,Lower middle income,3728933541757.1,3.557900442963758e-05
St. Kitts and Nevis,Latin America & Caribbean,High income,43341082619712.2,1.590373713661002e-05
"Korea, Rep.",East Asia & Pacific,High income,43341082619712.2,0.02705539246190123
Kuwait,Middle East & North Africa,High income,43341082619712.2,0.002645065445316309
Latin America & Caribbean (excluding high income),,,,
Lao PDR,East Asia & Pacific,Lower middle income,3728933541757.1,0.001132536198810886
Lebanon,Middle East & North Africa,Lower middle income,3728933541757.1,0.006658030972389273
Liberia,Sub-Saharan Africa,Low income,409707713962.9,0.0033511695123327073
Libya,Middle East & North Africa,Upper middle income,10196760704178.73,0.006672256524380183
St. Lucia,Latin America & Caribbean,Upper middle income,10196760704178.73,0.00013103071198409687
Latin America & Caribbean,,,,
Least developed countries: UN classification,,,,
Low income,,,,
Liechtenstein,Europe & Central Asia,High income,43341082619712.2,0.00010616485073465278
Sri Lanka,South Asia,Lower middle income,3728933541757.1,0.008675469285986882
Lower middle income,,,,
Low & middle income,,,,
Lesotho,Sub-Saharan Africa,Lower middle income,3728933541757.1,0.0004510718488716808
Late-demographic dividend,,,,
Lithuania,Europe & Central Asia,High income,43341082619712.2,0.0009159413875357321
Luxembourg,Europe & Central Asia,High income,43341082619712.2,0.001190265639385234
Latvia,Europe & Central Asia,High income,43341082619712.2,0.0007165107353335008
"Macao SAR, China",East Asia & Pacific,High income,43341082619712.2,0.0004254595165007082
St. Martin (French part),Latin America & Caribbean,High income,43341082619712.2,
Morocco,Middle East & North Africa,Lower middle income,3728933541757.1,0.021196756120452385
Monaco,Europe & Central Asia,High income,43341082619712.2,0.00013538925255944528
Moldova,Europe & Central Asia,Upper middle income,10196760704178.73,0.0004316262383402163
Madagascar,Sub-Saharan Africa,Low income,409707713962.9,0.020806590768198043
Maldives,South Asia,Upper middle income,10196760704178.73,0.00018323303990396857
Middle East & North Africa,,,,
Mexico,Latin America & Caribbean,Upper middle income,10196760704178.73,0.10323866868510442
Marshall Islands,East Asia & Pacific,Upper middle income,10196760704178.73,1.4697804954722713e-05
Middle income,,,,
North Macedonia,Europe & Central Asia,Upper middle income,10196760704178.73,0.0008175614181652445
Mali,Sub-Saharan Africa,Low income,409707713962.9,0.019908019436848064
Malta,Middle East & North Africa,High income,43341082619712.2,0.0001828612323217649
Myanmar,East Asia & Pacific,Lower middle income,3728933541757.1,0.004181137145622961
Middle East & North Africa (excluding high income),,,,
Montenegro,Europe & Central Asia,Upper middle income,10196760704178.73,0.000360968728283641
