Country Name,Region,IncomeGroup,TotalGDP,GDPPercentage
Aruba,Latin America & Caribbean,High income,58893834370996.6,5.3078890725774655e-05
Africa Eastern and Southern,,,,
Afghanistan,South Asia,Low income,446589310525.0,0.03311064839554021
Africa Western and Central,,,,
Angola,Sub-Saharan Africa,Lower middle income,8742537101419.9,0.007709922929472347
Albania,Europe & Central Asia,Upper middle income,26925021191777.34,0.0006780231424506791
Andorra,Europe & Central Asia,High income,58893834370996.6,5.6547201580070005e-05
Arab World,,,,
United Arab Emirates,Middle East & North Africa,High income,58893834370996.6,0.007046951594043018
Argentina,Latin America & Caribbean,Upper middle income,26925021191777.34,0.01809569606388257
Armenia,Europe & Central Asia,Upper middle income,26925021191777.34,0.0005148151925404296
American Samoa,East Asia & Pacific,Upper middle income,26925021191777.34,2.6332384102877595e-05
Antigua and Barbuda,Latin America & Caribbean,High income,58893834370996.6,2.4979285891503853e-05
Australia,East Asia & Pacific,High income,58893834370996.6,0.026363880303990568
Austria,Europe & Central Asia,High income,58893834370996.6,0.008156507470272073
Azerbaijan,Europe & Central Asia,Upper middle income,26925021191777.34,0.0020286771951615445
Burundi,Sub-Saharan Africa,Low income,446589310525.0,0.006224541034652433
Belgium,Europe & Central Asia,High income,58893834370996.6,0.010087711325730523
Benin,Sub-Saharan Africa,Lower middle income,8742537101419.9,0.001961091929391463
Burkina Faso,Sub-Saharan Africa,Low income,446589310525.0,0.044196344715006546
Bangladesh,South Asia,Lower middle income,8742537101419.9,0.04761375275518055
Bulgaria,Europe & Central Asia,Upper middle income,26925021191777.34,0.003121866168100549
Bahrain,Middle East & North Africa,High income,58893834370996.6,0.000659978475627011
"Bahamas, The",Latin America & Caribbean,High income,58893834370996.6,0.00019031873403576335
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,26925021191777.34,0.0008677936209809028
Belarus,Europe & Central Asia,Upper middle income,26925021191777.34,0.002533159778081412
Belize,Latin America & Caribbean,Upper middle income,26925021191777.34,9.253474611046478e-05
Bermuda,North America,High income,58893834370996.6,0.00012372444548437196
Bolivia,Latin America & Caribbean,Lower middle income,8742537101419.9,0.004622023110595343
Brazil,Latin America & Caribbean,Upper middle income,26925021191777.34,0.059757798834764446
Barbados,Latin America & Caribbean,High income,58893834370996.6,8.224630051232361e-05
Brunei Darussalam,East Asia & Pacific,High income,58893834370996.6,0.00023782743517372006
Bhutan,South Asia,Lower middle income,8742537101419.9,0.00029048238006190946
Botswana,Sub-Saharan Africa,Upper middle income,26925021191777.34,0.000654216430900318
Central African Republic,Sub-Saharan Africa,Low income,446589310525.0,0.0056349273027642855
Canada,North America,High income,58893834370996.6,0.03376142887003459
Central Europe and the Baltics,,,,
Switzerland,Europe & Central Asia,High income,58893834370996.6,0.013594631909283368
Channel Islands,Europe & Central Asia,High income,58893834370996.6,
Chile,Latin America & Caribbean,High income,58893834370996.6,0.00538356864324225
China,East Asia & Pacific,Upper middle income,26925021191777.34,0.6586475781647977
Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,8742537101419.9,0.008011769428536264
Cameroon,Sub-Saharan Africa,Lower middle income,8742537101419.9,0.005185941199796164
"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,446589310525.0,0.12394154380437519
"Congo, Rep.",Sub-Saharan Africa,Lower middle income,8742537101419.9,0.0015288731480280653
Colombia,Latin America & Caribbean,Upper middle income,26925021191777.34,0.011679248003564598
Comoros,Sub-Saharan Africa,Lower middle income,8742537101419.9,0.00014825097314022246
Cabo Verde,Sub-Saharan Africa,Lower middle income,8742537101419.9,0.00022146592236772325
Costa Rica,Latin America & Caribbean,Upper middle income,26925021191777.34,0.0023874610240467065
Caribbean small states,,,,
Cuba,Latin America & Caribbean,Upper middle income,26925021191777.34,
Curacao,Latin America & Caribbean,High income,58893834370996.6,4.5838626179338664e-05
Cayman Islands,Latin America & Caribbean,High income,58893834370996.6,0.00010015394227591343
Cyprus,Europe & Central Asia,High income,58893834370996.6,0.00048235724227169694
Czechia,Europe & Central Asia,High income,58893834370996.6,0.0047845076315623115
Germany,Europe & Central Asia,High income,58893834370996.6,0.07233235949904264
Djibouti,Middle East & North Africa,Lower middle income,8742537101419.9,0.0003983954930467859
Dominica,Latin America & Caribbean,Upper middle income,26925021191777.34,2.0582397226459456e-05
Denmark,Europe & Central Asia,High income,58893834370996.6,0.006763067887394202
Dominican Republic,Latin America & Caribbean,Upper middle income,26925021191777.34,0.003500218375530234
Algeria,Middle East & North Africa,Lower middle income,8742537101419.9,0.01864950621410798
East Asia & Pacific (excluding high income),,,,
Early-demographic dividend,,,,
East Asia & Pacific,,,,
Europe & Central Asia (excluding high income),,,,
Europe & Central Asia,,,,
Ecuador,Latin America & Caribbean,Upper middle income,26925021191777.34,0.003943023823224405
"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,8742537101419.9,0.046227198730945274
Euro area,,,,
Eritrea,Sub-Saharan Africa,Low income,446589310525.0,
Spain,Europe & Central Asia,High income,58893834370996.6,0.024236492924001915
Estonia,Europe & Central Asia,High income,58893834370996.6,0.0006314950715845308
Ethiopia,Sub-Saharan Africa,Low income,446589310525.0,0.24915732951420713
European Union,,,,
Fragile and conflict affected situations,,,,
Finland,Europe & Central Asia,High income,58893834370996.6,0.005048100589395688
Fiji,East Asia & Pacific,Upper middle income,26925021191777.34,0.00015956550449483222
France,Europe & Central Asia,High income,58893834370996.6,0.050223933143274245
Faroe Islands,Europe & Central Asia,High income,58893834370996.6,6.19739963271513e-05
"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,8742537101419.9,4.621414759960018e-05
Gabon,Sub-Saharan Africa,Upper middle income,26925021191777.34,0.0007508570942248336
United Kingdom,Europe & Central Asia,High income,58893834370996.6,0.05316991215539038
Georgia,Europe & Central Asia,Upper middle income,26925021191777.34,0.0006918978991440587
Ghana,Sub-Saharan Africa,Lower middle income,8742537101419.9,0.008875487533521327
Gibraltar,Europe & Central Asia,High income,58893834370996.6,
Guinea,Sub-Saharan Africa,Low income,446589310525.0,0.03603269819217758
"Gambia, The",Sub-Saharan Africa,Low income,446589310525.0,0.004564411673005975
Guinea-Bissau,Sub-Saharan Africa,Low income,446589310525.0,0.00366895824504576
Equatorial Guinea,Sub-Saharan Africa,Upper middle income,26925021191777.34,0.0004556873977037746
Greece,Europe & Central Asia,High income,58893834370996.6,0.003648497373195637
Grenada,Latin America & Caribbean,Upper middle income,26925021191777.34,4.1701263631424565e-05
Greenland,Europe & Central Asia,High income,58893834370996.6,
Guatemala,Latin America & Caribbean,Upper middle income,26925021191777.34,0.003193525884141524
Guam,East Asia & Pacific,High income,58893834370996.6,0.00010396674058321101
Guyana,Latin America & Caribbean,Upper middle income,26925021191777.34,0.00029877409357273666
High income,,,,
"Hong Kong SAR, China",East Asia & Pacific,High income,58893834370996.6,0.006268499987187246
Honduras,Latin America & Caribbean,Lower middle income,8742537101419.9,0.003258627097776122
Heavily indebted poor countries (HIPC),,,,
Croatia,Europe & Central Asia,High income,58893834370996.6,0.0011708370496922214
Haiti,Latin America & Caribbean,Lower middle income,8742537101419.9,0.0023956881591727375
Hungary,Europe & Central Asia,High income,58893834370996.6,0.003087725598820146
IBRD only,,,,
IDA & IBRD total,,,,
IDA total,,,,
IDA blend,,,,
Indonesia,East Asia & Pacific,Lower middle income,8742537101419.9,0.13566885518934357
IDA only,,,,
Isle of Man,Europe & Central Asia,High income,58893834370996.6,
India,South Asia,Lower middle income,8742537101419.9,0.3633155871290644
Ireland,Europe & Central Asia,High income,58893834370996.6,0.008560879171560523
"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,8742537101419.9,0.04114514995213209
Iraq,Middle East & North Africa,Upper middle income,26925021191777.34,0.007721033848749112
Iceland,Europe & Central Asia,High income,58893834370996.6,0.00043472155419054193
Israel,Middle East & North Africa,High income,58893834370996.6,0.00829504489251908
Italy,Europe & Central Asia,High income,58893834370996.6,0.035788126592721514
