Country Name,Region,IncomeGroup,TotalGDP,GDPPercentage
Aruba,Latin America & Caribbean,High income,50562008794772.1,5.520076277682591e-05
Africa Eastern and Southern,,,,
Afghanistan,South Asia,Low income,458473986784.0,0.0448238795207414
Africa Western and Central,,,,
Angola,Sub-Saharan Africa,Lower middle income,6722603530552.6,0.02041530478128888
Albania,Europe & Central Asia,Upper middle income,20939614946243.72,0.0006317283078012354
Andorra,Europe & Central Asia,High income,50562008794772.1,6.470882456984761e-05
Arab World,,,,
United Arab Emirates,Middle East & North Africa,High income,50562008794772.1,0.008190042481912164
Argentina,Latin America & Caribbean,Upper middle income,20939614946243.72,0.025135132682772402
Armenia,Europe & Central Asia,Upper middle income,20939614946243.72,0.0005544281960200318
American Samoa,East Asia & Pacific,Upper middle income,20939614946243.72,3.0707345939775526e-05
Antigua and Barbuda,Latin America & Caribbean,High income,50562008794772.1,2.4716844974901733e-05
Australia,East Asia & Pacific,High income,50562008794772.1,0.029024756630154663
Austria,Europe & Central Asia,High income,50562008794772.1,0.008753311241972678
Azerbaijan,Europe & Central Asia,Upper middle income,20939614946243.72,0.0035933943612701342
Burundi,Sub-Saharan Africa,Low income,458473986784.0,0.005901716018786406
Belgium,Europe & Central Asia,High income,50562008794772.1,0.010588780247499919
Benin,Sub-Saharan Africa,Lower middle income,6722603530552.6,0.001976098663207647
Burkina Faso,Sub-Saharan Africa,Low income,458473986784.0,0.030411795054730004
Bangladesh,South Asia,Lower middle income,6722603530552.6,0.025716970994091752
Bulgaria,Europe & Central Asia,Upper middle income,20939614946243.72,0.002726029652720034
Bahrain,Middle East & North Africa,High income,50562008794772.1,0.000660332007407351
"Bahamas, The",Latin America & Caribbean,High income,50562008794772.1,0.00022103749962472933
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,20939614946243.72,0.0008862791103199876
Belarus,Europe & Central Asia,Upper middle income,20939614946243.72,0.003763862907046346
Belize,Latin America & Caribbean,Upper middle income,20939614946243.72,0.00010210311915900479
Bermuda,North America,High income,50562008794772.1,0.0001268538998526336
Bolivia,Latin America & Caribbean,Lower middle income,6722603530552.6,0.004908245424118846
Brazil,Latin America & Caribbean,Upper middle income,20939614946243.72,0.11728916727003001
Barbados,Latin America & Caribbean,High income,50562008794772.1,9.288286723461e-05
Brunei Darussalam,East Asia & Pacific,High income,50562008794772.1,0.00033816580766007654
Bhutan,South Asia,Lower middle income,6722603530552.6,0.0002836833682564702
Botswana,Sub-Saharan Africa,Upper middle income,20939614946243.72,0.0007387938718889918
Central African Republic,Sub-Saharan Africa,Low income,458473986784.0,0.0041328702600802085
Canada,North America,High income,50562008794772.1,0.03571357315587325
Central Europe and the Baltics,,,,
Switzerland,Europe & Central Asia,High income,50562008794772.1,0.014369247134720663
Channel Islands,Europe & Central Asia,High income,50562008794772.1,
Chile,Latin America & Caribbean,High income,50562008794772.1,0.005130433030319424
China,East Asia & Pacific,Upper middle income,20939614946243.72,0.5002814056941003
Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,6722603530552.6,0.007265489978402028
Cameroon,Sub-Saharan Africa,Lower middle income,6722603530552.6,0.005412567728058332
"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,458473986784.0,0.07832296117362436
"Congo, Rep.",Sub-Saharan Africa,Lower middle income,6722603530552.6,0.002664579085259183
Colombia,Latin America & Caribbean,Upper middle income,20939614946243.72,0.018200525701088228
Comoros,Sub-Saharan Africa,Lower middle income,6722603530552.6,0.0001710033392234725
Cabo Verde,Sub-Saharan Africa,Lower middle income,6722603530552.6,0.0002766634243038747
Costa Rica,Latin America & Caribbean,Upper middle income,20939614946243.72,0.002484114874344002
Caribbean small states,,,,
Cuba,Latin America & Caribbean,Upper middle income,20939614946243.72,0.003851837782454953
Curacao,Latin America & Caribbean,High income,50562008794772.1,6.0291033261225875e-05
Cayman Islands,Latin America & Caribbean,High income,50562008794772.1,9.024597696505675e-05
Cyprus,Europe & Central Asia,High income,50562008794772.1,0.0004593722204605437
Czechia,Europe & Central Asia,High income,50562008794772.1,0.004140638494996797
Germany,Europe & Central Asia,High income,50562008794772.1,0.07691723672976608
