Country Name,Region,IncomeGroup,TotalGDP,GDPPercentage
Aruba,Latin America & Caribbean,High income,14018882102588.2,3.478947134521931e-05
Africa Eastern and Southern,,,,
Afghanistan,South Asia,Low income,93498777661.5,
Africa Western and Central,,,,
Angola,Sub-Saharan Africa,Lower middle income,980668888816.91,0.00824322266586072
Albania,Europe & Central Asia,Upper middle income,1266067691280.08,0.0016435110573718016
Andorra,Europe & Central Asia,High income,14018882102588.2,4.36066438769135e-05
Arab World,,,,
United Arab Emirates,Middle East & North Africa,High income,14018882102588.2,0.00259542155199968
Argentina,Latin America & Caribbean,Upper middle income,1266067691280.08,0.08775676116311311
Armenia,Europe & Central Asia,Upper middle income,1266067691280.08,
American Samoa,East Asia & Pacific,Upper middle income,1266067691280.08,
Antigua and Barbuda,Latin America & Caribbean,High income,14018882102588.2,2.405147995629052e-05
Australia,East Asia & Pacific,High income,14018882102588.2,0.013516626975913883
Austria,Europe & Central Asia,High income,14018882102588.2,0.008857196964162772
Azerbaijan,Europe & Central Asia,Upper middle income,1266067691280.08,
Burundi,Sub-Saharan Africa,Low income,93498777661.5,0.01210140412847241
Belgium,Europe & Central Asia,High income,14018882102588.2,0.010656627176600517
Benin,Sub-Saharan Africa,Lower middle income,980668888816.91,0.0015932105604827655
Burkina Faso,Sub-Saharan Africa,Low income,93498777661.5,0.025346156487517667
Bangladesh,South Asia,Lower middle income,980668888816.91,0.024776999184009416
Bulgaria,Europe & Central Asia,Upper middle income,1266067691280.08,0.022195495701804055
Bahrain,Middle East & North Africa,High income,14018882102588.2,0.00024196087720673227
"Bahamas, The",Latin America & Caribbean,High income,14018882102588.2,0.00019359602856628167
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,1266067691280.08,
Belarus,Europe & Central Asia,Upper middle income,1266067691280.08,
Belize,Latin America & Caribbean,Upper middle income,1266067691280.08,0.0002220122672238848
Bermuda,North America,High income,14018882102588.2,9.248240754950333e-05
Bolivia,Latin America & Caribbean,Lower middle income,980668888816.91,0.004433663989530068
Brazil,Latin America & Caribbean,Upper middle income,1266067691280.08,0.1876029233159352
Barbados,Latin America & Caribbean,High income,14018882102588.2,0.00012157676307765903
Brunei Darussalam,East Asia & Pacific,High income,14018882102588.2,0.00019648238838469612
Bhutan,South Asia,Lower middle income,980668888816.91,0.00024755640192979046
Botswana,Sub-Saharan Africa,Upper middle income,1266067691280.08,0.001552266830230044
Central African Republic,Sub-Saharan Africa,Low income,93498777661.5,0.012845000288111067
Canada,North America,High income,14018882102588.2,0.030766861212162506
Central Europe and the Baltics,,,,
Switzerland,Europe & Central Asia,High income,14018882102588.2,0.014223958696620008
Channel Islands,Europe & Central Asia,High income,14018882102588.2,
Chile,Latin America & Caribbean,High income,14018882102588.2,0.0015875308403436215
China,East Asia & Pacific,Upper middle income,1266067691280.08,0.21560695520474568
Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,980668888816.91,0.010286502716701718
Cameroon,Sub-Saharan Africa,Lower middle income,980668888816.91,0.013306895405587155
"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,93498777661.5,0.0819435896877487
"Congo, Rep.",Sub-Saharan Africa,Lower middle income,980668888816.91,0.0023430473579844424
Colombia,Latin America & Caribbean,Upper middle income,1266067691280.08,0.02872935415342929
Comoros,Sub-Saharan Africa,Lower middle income,980668888816.91,0.00034417923771110456
Cabo Verde,Sub-Saharan Africa,Lower middle income,980668888816.91,0.00023989052215555863
Costa Rica,Latin America & Caribbean,Upper middle income,1266067691280.08,0.003580339406984534
Caribbean small states,,,,
Cuba,Latin America & Caribbean,Upper middle income,1266067691280.08,0.019915155552628475
Curacao,Latin America & Caribbean,High income,14018882102588.2,
Cayman Islands,Latin America & Caribbean,High income,14018882102588.2,
Cyprus,Europe & Central Asia,High income,14018882102588.2,0.0002642731324001939
Czechia,Europe & Central Asia,High income,14018882102588.2,
Germany,Europe & Central Asia,High income,14018882102588.2,0.09260224820353735
Djibouti,Middle East & North Africa,Lower middle income,980668888816.91,0.00038073170522462467
Dominica,Latin America & Caribbean,Upper middle income,1266067691280.08,0.00011995310791514664
Denmark,Europe & Central Asia,High income,14018882102588.2,0.007804759266774897
Dominican Republic,Latin America & Caribbean,Upper middle income,1266067691280.08,0.00460242934807737
Algeria,Middle East & North Africa,Lower middle income,980668888816.91,0.06806211268364351
East Asia & Pacific (excluding high income),,,,
Early-demographic dividend,,,,
East Asia & Pacific,,,,
Europe & Central Asia (excluding high income),,,,
Europe & Central Asia,,,,
Ecuador,Latin America & Caribbean,Upper middle income,1266067691280.08,0.011014760093830548
"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,980668888816.91,0.041253084619423494
Euro area,,,,
Eritrea,Sub-Saharan Africa,Low income,93498777661.5,
Spain,Europe & Central Asia,High income,14018882102588.2,0.022737048337196017
Estonia,Europe & Central Asia,High income,14018882102588.2,
Ethiopia,Sub-Saharan Africa,Low income,93498777661.5,0.11259332913541226
European Union,,,,
Fragile and conflict affected situations,,,,
Finland,Europe & Central Asia,High income,14018882102588.2,0.00653367016868553
Fiji,East Asia & Pacific,Upper middle income,1266067691280.08,0.0009303674678002842
France,Europe & Central Asia,High income,14018882102588.2,0.0666367684073419
Faroe Islands,Europe & Central Asia,High income,14018882102588.2,
"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,980668888816.91,0.0001190004101596291
Gabon,Sub-Saharan Africa,Upper middle income,1266067691280.08,0.002592118147870815
United Kingdom,Europe & Central Asia,High income,14018882102588.2,0.0531542383013854
Georgia,Europe & Central Asia,Upper middle income,1266067691280.08,
Ghana,Sub-Saharan Africa,Lower middle income,980668888816.91,0.00517486583888914
Gibraltar,Europe & Central Asia,High income,14018882102588.2,
Guinea,Sub-Saharan Africa,Low income,93498777661.5,0.021834916894754704
"Gambia, The",Sub-Saharan Africa,Low income,93498777661.5,0.002359672390571234
Guinea-Bissau,Sub-Saharan Africa,Low income,93498777661.5,0.001859236733867812
Equatorial Guinea,Sub-Saharan Africa,Upper middle income,1266067691280.08,7.37289549152155e-05
Greece,Europe & Central Asia,High income,14018882102588.2,0.004683165882740325
Grenada,Latin America & Caribbean,Upper middle income,1266067691280.08,0.00016982470296087468
Greenland,Europe & Central Asia,High income,14018882102588.2,5.6166558791062925e-05
Guatemala,Latin America & Caribbean,Upper middle income,1266067691280.08,0.005595593259975849
Guam,East Asia & Pacific,High income,14018882102588.2,
Guyana,Latin America & Caribbean,Upper middle income,1266067691280.08,0.0002800733715442052
High income,,,,
"Hong Kong SAR, China",East Asia & Pacific,High income,14018882102588.2,0.0036110276993237527
Honduras,Latin America & Caribbean,Lower middle income,980668888816.91,0.00631254984490057
Heavily indebted poor countries (HIPC),,,,
Croatia,Europe & Central Asia,High income,14018882102588.2,
Haiti,Latin America & Caribbean,Lower middle income,980668888816.91,0.0020875547530316424
Hungary,Europe & Central Asia,High income,14018882102588.2,
IBRD only,,,,
IDA & IBRD total,,,,
IDA total,,,,
IDA blend,,,,
Indonesia,East Asia & Pacific,Lower middle income,980668888816.91,0.07742635505405127
IDA only,,,,
Isle of Man,Europe & Central Asia,High income,14018882102588.2,
India,South Asia,Lower middle income,980668888816.91,0.28453436545400124
Ireland,Europe & Central Asia,High income,14018882102588.2,0.002419630769755708
"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,980668888816.91,0.1366516278105561
Iraq,Middle East & North Africa,Upper middle income,1266067691280.08,0.044842936865877564
Iceland,Europe & Central Asia,High income,14018882102588.2,0.0003937773614617121
Israel,Middle East & North Africa,High income,14018882102588.2,
Italy,Europe & Central Asia,High income,14018882102588.2,0.057473412937201845
Jamaica,Latin America & Caribbean,Upper middle income,1266067691280.08,0.0025962178599444655
Jordan,Middle East & North Africa,Upper middle income,1266067691280.08,0.005335726896379326
Japan,East Asia & Pacific,High income,14018882102588.2,0.18067132467947544
Kazakhstan,Europe & Central Asia,Upper middle income,1266067691280.08,
Kenya,Sub-Saharan Africa,Lower middle income,980668888816.91,0.008127942694925387
Kyrgyz Republic,Europe & Central Asia,Lower middle income,980668888816.91,
Cambodia,East Asia & Pacific,Lower middle income,980668888816.91,
Kiribati,East Asia & Pacific,Lower middle income,980668888816.91,3.641319187058139e-05
St. Kitts and Nevis,Latin America & Caribbean,High income,14018882102588.2,1.0539224669898778e-05
"Korea, Rep.",East Asia & Pacific,High income,14018882102588.2,0.010553480578361201
Kuwait,Middle East & North Africa,High income,14018882102588.2,0.0015954007115781925
Latin America & Caribbean (excluding high income),,,,
Lao PDR,East Asia & Pacific,Lower middle income,980668888816.91,0.001108705615522991
Lebanon,Middle East & North Africa,Lower middle income,980668888816.91,
Liberia,Sub-Saharan Africa,Low income,93498777661.5,
Libya,Middle East & North Africa,Upper middle income,1266067691280.08,
St. Lucia,Latin America & Caribbean,Upper middle income,1266067691280.08,0.0002966314978153245
Latin America & Caribbean,,,,
Least developed countries: UN classification,,,,
Low income,,,,
Liechtenstein,Europe & Central Asia,High income,14018882102588.2,7.510180485829335e-05
Sri Lanka,South Asia,Lower middle income,980668888816.91,0.006813887129693124
Lower middle income,,,,
Low & middle income,,,,
Lesotho,Sub-Saharan Africa,Lower middle income,980668888816.91,0.000410714418794209
Late-demographic dividend,,,,
Lithuania,Europe & Central Asia,High income,14018882102588.2,
