Country Name,Region,IncomeGroup,TotalGDP,GDPPercentage
Aruba,Latin America & Caribbean,High income,3586814562864.7,
Africa Eastern and Southern,,,,
Afghanistan,South Asia,Low income,27174649559.41,0.06378493530194518
Africa Western and Central,,,,
Angola,Sub-Saharan Africa,Lower middle income,225916657179.77,
Albania,Europe & Central Asia,Upper middle income,460199554166.11,
Andorra,Europe & Central Asia,High income,3586814562864.7,4.204848066623877e-05
Arab World,,,,
United Arab Emirates,Middle East & North Africa,High income,3586814562864.7,
Argentina,Latin America & Caribbean,Upper middle income,460199554166.11,0.11417655589043472
Armenia,Europe & Central Asia,Upper middle income,460199554166.11,
American Samoa,East Asia & Pacific,Upper middle income,460199554166.11,
Antigua and Barbuda,Latin America & Caribbean,High income,3586814562864.7,
Australia,East Asia & Pacific,High income,3586814562864.7,0.017796336485825695
Austria,Europe & Central Asia,High income,3586814562864.7,0.008228880303035997
Azerbaijan,Europe & Central Asia,Upper middle income,460199554166.11,
Burundi,Sub-Saharan Africa,Low income,27174649559.41,0.011199402551066703
Belgium,Europe & Central Asia,High income,3586814562864.7,0.013310919941138023
Benin,Sub-Saharan Africa,Lower middle income,225916657179.77,0.0022325756851946064
Burkina Faso,Sub-Saharan Africa,Low income,27174649559.41,0.02483099246320696
Bangladesh,South Asia,Lower middle income,225916657179.77,0.0357951725647441
Bulgaria,Europe & Central Asia,Upper middle income,460199554166.11,
Bahrain,Middle East & North Africa,High income,3586814562864.7,
"Bahamas, The",Latin America & Caribbean,High income,3586814562864.7,0.00018704619049616234
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,460199554166.11,
Belarus,Europe & Central Asia,Upper middle income,460199554166.11,
Belize,Latin America & Caribbean,Upper middle income,460199554166.11,0.00017023823159055415
Bermuda,North America,High income,3586814562864.7,7.513630695888471e-05
Bolivia,Latin America & Caribbean,Lower middle income,225916657179.77,0.005590417863677094
Brazil,Latin America & Caribbean,Upper middle income,460199554166.11,0.1816435394303472
Barbados,Latin America & Caribbean,High income,3586814562864.7,
Brunei Darussalam,East Asia & Pacific,High income,3586814562864.7,0.00012074557968062339
Bhutan,South Asia,Lower middle income,225916657179.77,
Botswana,Sub-Saharan Africa,Upper middle income,460199554166.11,0.0005304852770715225
Central African Republic,Sub-Saharan Africa,Low income,27174649559.41,0.009979266183622047
Canada,North America,High income,3586814562864.7,0.03661243080688185
Central Europe and the Baltics,,,,
Switzerland,Europe & Central Asia,High income,3586814562864.7,
Channel Islands,Europe & Central Asia,High income,3586814562864.7,
Chile,Latin America & Caribbean,High income,3586814562864.7,0.004693931308105678
China,East Asia & Pacific,Upper middle income,460199554166.11,0.30105200829897427
Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,225916657179.77,0.011103303609011704
Cameroon,Sub-Saharan Africa,Lower middle income,225916657179.77,0.008416348045053593
"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,27174649559.41,0.2896169624485444
"Congo, Rep.",Sub-Saharan Africa,Lower middle income,225916657179.77,0.0023989969100363076
Colombia,Latin America & Caribbean,Upper middle income,460199554166.11,0.022415840925122898
Comoros,Sub-Saharan Africa,Lower middle income,225916657179.77,
Cabo Verde,Sub-Saharan Africa,Lower middle income,225916657179.77,
Costa Rica,Latin America & Caribbean,Upper middle income,460199554166.11,0.0033222895832014094
Caribbean small states,,,,
Cuba,Latin America & Caribbean,Upper middle income,460199554166.11,0.02170299723148996
Curacao,Latin America & Caribbean,High income,3586814562864.7,
Cayman Islands,Latin America & Caribbean,High income,3586814562864.7,
Cyprus,Europe & Central Asia,High income,3586814562864.7,
Czechia,Europe & Central Asia,High income,3586814562864.7,
Germany,Europe & Central Asia,High income,3586814562864.7,0.111066238027602
Djibouti,Middle East & North Africa,Lower middle income,225916657179.77,
Dominica,Latin America & Caribbean,Upper middle income,460199554166.11,
Denmark,Europe & Central Asia,High income,3586814562864.7,0.008567665298664397
Dominican Republic,Latin America & Caribbean,Upper middle income,460199554166.11,0.005095180946554415
Algeria,Middle East & North Africa,Lower middle income,225916657179.77,0.038544514745855386
East Asia & Pacific (excluding high income),,,,
Early-demographic dividend,,,,
East Asia & Pacific,,,,
Europe & Central Asia (excluding high income),,,,
Europe & Central Asia,,,,
Ecuador,Latin America & Caribbean,Upper middle income,460199554166.11,0.008456669539917161
"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,225916657179.77,0.044700265748728006
Euro area,,,,
Eritrea,Sub-Saharan Africa,Low income,27174649559.41,
Spain,Europe & Central Asia,High income,3586814562864.7,0.021924614335844715
Estonia,Europe & Central Asia,High income,3586814562864.7,
Ethiopia,Sub-Saharan Africa,Low income,27174649559.41,
European Union,,,,
Fragile and conflict affected situations,,,,
Finland,Europe & Central Asia,High income,3586814562864.7,0.00542887376130421
Fiji,East Asia & Pacific,Upper middle income,460199554166.11,0.0009256057628561883
France,Europe & Central Asia,High income,3586814562864.7,0.07372279647175467
Faroe Islands,Europe & Central Asia,High income,3586814562864.7,
"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,225916657179.77,
Gabon,Sub-Saharan Africa,Upper middle income,460199554166.11,0.0015705810545811846
United Kingdom,Europe & Central Asia,High income,3586814562864.7,0.05367938504359831
Georgia,Europe & Central Asia,Upper middle income,460199554166.11,
Ghana,Sub-Saharan Africa,Lower middle income,225916657179.77,0.010913285407007943
Gibraltar,Europe & Central Asia,High income,3586814562864.7,
Guinea,Sub-Saharan Africa,Low income,27174649559.41,
"Gambia, The",Sub-Saharan Africa,Low income,27174649559.41,0.002766842301153577
Guinea-Bissau,Sub-Saharan Africa,Low income,27174649559.41,0.003288882791095704
Equatorial Guinea,Sub-Saharan Africa,Upper middle income,460199554166.11,0.00017645220681958661
Greece,Europe & Central Asia,High income,3586814562864.7,0.006230555750602096
Grenada,Latin America & Caribbean,Upper middle income,460199554166.11,
Greenland,Europe & Central Asia,High income,3586814562864.7,3.907471260183093e-05
Guatemala,Latin America & Caribbean,Upper middle income,460199554166.11,0.005582795717078513
Guam,East Asia & Pacific,High income,3586814562864.7,
Guyana,Latin America & Caribbean,Upper middle income,460199554166.11,0.0006672053812750338
High income,,,,
"Hong Kong SAR, China",East Asia & Pacific,High income,3586814562864.7,0.002238788043055826
Honduras,Latin America & Caribbean,Lower middle income,225916657179.77,0.004039099911406227
Heavily indebted poor countries (HIPC),,,,
Croatia,Europe & Central Asia,High income,3586814562864.7,
Haiti,Latin America & Caribbean,Lower middle income,225916657179.77,0.0020662487035143693
Hungary,Europe & Central Asia,High income,3586814562864.7,
IBRD only,,,,
IDA & IBRD total,,,,
IDA total,,,,
IDA blend,,,,
Indonesia,East Asia & Pacific,Lower middle income,225916657179.77,0.07203210783634599
IDA only,,,,
Isle of Man,Europe & Central Asia,High income,3586814562864.7,
India,South Asia,Lower middle income,225916657179.77,0.378525738883222
Ireland,Europe & Central Asia,High income,3586814562864.7,0.0020857429161392086
"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,225916657179.77,0.11987472985867581
Iraq,Middle East & North Africa,Upper middle income,460199554166.11,0.011156829100592174
Iceland,Europe & Central Asia,High income,3586814562864.7,0.0003218566872545474
Israel,Middle East & North Africa,High income,3586814562864.7,
Italy,Europe & Central Asia,High income,3586814562864.7,0.04892697877858477
Jamaica,Latin America & Caribbean,Upper middle income,460199554166.11,0.004141502389009388
Jordan,Middle East & North Africa,Upper middle income,460199554166.11,0.0020506333377701825
Japan,East Asia & Pacific,High income,3586814562864.7,0.12046427057408454
Kazakhstan,Europe & Central Asia,Upper middle income,460199554166.11,
Kenya,Sub-Saharan Africa,Lower middle income,225916657179.77,0.011105858630882183
Kyrgyz Republic,Europe & Central Asia,Lower middle income,225916657179.77,
Cambodia,East Asia & Pacific,Lower middle income,225916657179.77,0.003111320629362349
Kiribati,East Asia & Pacific,Lower middle income,225916657179.77,0.0001403644075025716
St. Kitts and Nevis,Latin America & Caribbean,High income,3586814562864.7,6.745823614777352e-06
"Korea, Rep.",East Asia & Pacific,High income,3586814562864.7,0.0038687618745802004
Kuwait,Middle East & North Africa,High income,3586814562864.7,0.0015078264862068947
Latin America & Caribbean (excluding high income),,,,
Lao PDR,East Asia & Pacific,Lower middle income,225916657179.77,
Lebanon,Middle East & North Africa,Lower middle income,225916657179.77,
Liberia,Sub-Saharan Africa,Low income,27174649559.41,
Libya,Middle East & North Africa,Upper middle income,460199554166.11,
St. Lucia,Latin America & Caribbean,Upper middle income,460199554166.11,
Latin America & Caribbean,,,,
Least developed countries: UN classification,,,,
Low income,,,,
Liechtenstein,Europe & Central Asia,High income,3586814562864.7,4.6261274117130636e-05
Sri Lanka,South Asia,Lower middle income,225916657179.77,0.012728698431969812
Lower middle income,,,,
Low & middle income,,,,
Lesotho,Sub-Saharan Africa,Lower middle income,225916657179.77,0.0005363993860070773
Late-demographic dividend,,,,
Lithuania,Europe & Central Asia,High income,3586814562864.7,
Luxembourg,Europe & Central Asia,High income,3586814562864.7,0.0007276305357463355
Latvia,Europe & Central Asia,High income,3586814562864.7,
"Macao SAR, China",East Asia & Pacific,High income,3586814562864.7,
St. Martin (French part),Latin America & Caribbean,High income,3586814562864.7,
Morocco,Middle East & North Africa,Lower middle income,225916657179.77,0.027630445120444904
