Country Name,Region,IncomeGroup,TotalGDP,GDPPercentage
Aruba,Latin America & Caribbean,High income,39569281858957.8,6.2417923347802e-05
Africa Eastern and Southern,,,,
Afghanistan,South Asia,Low income,341260886826.1,0.020428297827616213
Africa Western and Central,,,,
Angola,Sub-Saharan Africa,Lower middle income,3037466037704.5,0.017244968747563618
Albania,Europe & Central Asia,Upper middle income,8230612061455.34,0.0010808519284563381
Andorra,Europe & Central Asia,High income,39569281858957.8,8.735165109440877e-05
Arab World,,,,
United Arab Emirates,Middle East & North Africa,High income,39569281858957.8,0.005613369501921263
Argentina,Latin America & Caribbean,Upper middle income,8230612061455.34,0.028255128326249795
Armenia,Europe & Central Asia,Upper middle income,8230612061455.34,0.0007756958484167821
American Samoa,East Asia & Pacific,Upper middle income,8230612061455.34,5.989834004068314e-05
Antigua and Barbuda,Latin America & Caribbean,High income,39569281858957.8,2.925660786886192e-05
Australia,East Asia & Pacific,High income,39569281858957.8,0.01890120226760413
Austria,Europe & Central Asia,High income,39569281858957.8,0.008498511577709415
Azerbaijan,Europe & Central Asia,Upper middle income,8230612061455.34,0.002549383470794975
Burundi,Sub-Saharan Africa,Low income,341260886826.1,0.00373138284859726
Belgium,Europe & Central Asia,High income,39569281858957.8,0.010317599431175349
Benin,Sub-Saharan Africa,Lower middle income,3037466037704.5,0.0023157828149136706
Burkina Faso,Sub-Saharan Africa,Low income,341260886826.1,0.01918596706143016
Bangladesh,South Asia,Lower middle income,3037466037704.5,0.023644407144804074
Bulgaria,Europe & Central Asia,Upper middle income,8230612061455.34,0.004177065889182602
Bahrain,Middle East & North Africa,High income,39569281858957.8,0.00046765470002612254
"Bahamas, The",Latin America & Caribbean,High income,39569281858957.8,0.0002569480547117463
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,8230612061455.34,0.0015630199514864846
Belarus,Europe & Central Asia,Upper middle income,8230612061455.34,0.004489862002737342
Belize,Latin America & Caribbean,Upper middle income,8230612061455.34,0.00019208778013046662
Bermuda,North America,High income,39569281858957.8,0.00015527196126277702
Bolivia,Latin America & Caribbean,Lower middle income,3037466037704.5,0.0037702048549173263
Brazil,Latin America & Caribbean,Upper middle income,8230612061455.34,0.13457565387963952
Barbados,Latin America & Caribbean,High income,39569281858957.8,0.00010658396114018032
Brunei Darussalam,East Asia & Pacific,High income,39569281858957.8,0.00028988908726942773
Bhutan,South Asia,Lower middle income,3037466037704.5,0.0002880657379337334
Botswana,Sub-Saharan Africa,Upper middle income,8230612061455.34,0.0012051544171851165
Central African Republic,Sub-Saharan Africa,Low income,341260886826.1,0.0042837016735086195
Canada,North America,High income,39569281858957.8,0.03334050905200703
