Country Name,Region,IncomeGroup,TotalGDP,GDPPercentage
Aruba,Latin America & Caribbean,High income,1364452629929.23,
Africa Eastern and Southern,,,,
Afghanistan,South Asia,Low income,13852495440.4,0.07267041828897594
Africa Western and Central,,,,
Angola,Sub-Saharan Africa,Lower middle income,117138761924.55,
Albania,Europe & Central Asia,Upper middle income,194516824875.18002,
Andorra,Europe & Central Asia,High income,1364452629929.23,
Arab World,,,,
United Arab Emirates,Middle East & North Africa,High income,1364452629929.23,
Argentina,Latin America & Caribbean,Upper middle income,194516824875.18002,0.14571853095581105
Armenia,Europe & Central Asia,Upper middle income,194516824875.18002,
American Samoa,East Asia & Pacific,Upper middle income,194516824875.18002,
Antigua and Barbuda,Latin America & Caribbean,High income,1364452629929.23,
Australia,East Asia & Pacific,High income,1364452629929.23,0.019036874299804194
Austria,Europe & Central Asia,High income,1364452629929.23,0.0073246006470142995
Azerbaijan,Europe & Central Asia,Upper middle income,194516824875.18002,
Burundi,Sub-Saharan Africa,Low income,13852495440.4,0.01147771271133578
Belgium,Europe & Central Asia,High income,1364452629929.23,0.012731447927877866
Benin,Sub-Saharan Africa,Lower middle income,117138761924.55,0.00247491706278006
Burkina Faso,Sub-Saharan Africa,Low income,13852495440.4,0.030530011738288506
Bangladesh,South Asia,Lower middle income,117138761924.55,0.050424269985067036
Bulgaria,Europe & Central Asia,Upper middle income,194516824875.18002,
Bahrain,Middle East & North Africa,High income,1364452629929.23,
"Bahamas, The",Latin America & Caribbean,High income,1364452629929.23,0.00022015579750509946
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,194516824875.18002,
Belarus,Europe & Central Asia,Upper middle income,194516824875.18002,
Belize,Latin America & Caribbean,Upper middle income,194516824875.18002,0.00020599724520340372
Bermuda,North America,High income,1364452629929.23,8.379847456186912e-05
Bolivia,Latin America & Caribbean,Lower middle income,117138761924.55,0.00515949711666992
Brazil,Latin America & Caribbean,Upper middle income,194516824875.18002,0.11549398309588878
Barbados,Latin America & Caribbean,High income,1364452629929.23,
Brunei Darussalam,East Asia & Pacific,High income,1364452629929.23,8.357948322904763e-05
Bhutan,South Asia,Lower middle income,117138761924.55,
Botswana,Sub-Saharan Africa,Upper middle income,194516824875.18002,0.00023540827267452908
Central African Republic,Sub-Saharan Africa,Low income,13852495440.4,0.010869869399910236
Canada,North America,High income,1364452629929.23,0.03995388215406755
Central Europe and the Baltics,,,,
