Country Name,Region,IncomeGroup,TotalGDP,GDPPercentage
Aruba,Latin America & Caribbean,High income,7731211173831.54,
Africa Eastern and Southern,,,,
Afghanistan,South Asia,Low income,59681983176.7,0.061960749512152365
Africa Western and Central,,,,
Angola,Sub-Saharan Africa,Lower middle income,544278557125.04,
Albania,Europe & Central Asia,Upper middle income,953204161048.33,
Andorra,Europe & Central Asia,High income,7731211173831.54,5.323594517675351e-05
Arab World,,,,
United Arab Emirates,Middle East & North Africa,High income,7731211173831.54,0.0040388837551988445
Argentina,Latin America & Caribbean,Upper middle income,953204161048.33,0.07265214712851922
Armenia,Europe & Central Asia,Upper middle income,953204161048.33,
American Samoa,East Asia & Pacific,Upper middle income,953204161048.33,
Antigua and Barbuda,Latin America & Caribbean,High income,7731211173831.54,1.4109041448668728e-05
Australia,East Asia & Pacific,High income,7731211173831.54,0.01744849506330913
Austria,Europe & Central Asia,High income,7731211173831.54,0.00956348174956876
Azerbaijan,Europe & Central Asia,Upper middle income,953204161048.33,
Burundi,Sub-Saharan Africa,Low income,59681983176.7,0.01311110363714403
Belgium,Europe & Central Asia,High income,7731211173831.54,0.015044861326993739
Benin,Sub-Saharan Africa,Lower middle income,544278557125.04,0.0021794561800594337
Burkina Faso,Sub-Saharan Africa,Low income,59681983176.7,0.02929663005371798
Bangladesh,South Asia,Lower middle income,544278557125.04,0.0285983714005181
Bulgaria,Europe & Central Asia,Upper middle income,953204161048.33,
Bahrain,Middle East & North Africa,High income,7731211173831.54,
"Bahamas, The",Latin America & Caribbean,High income,7731211173831.54,0.00014742840085108194
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,953204161048.33,
Belarus,Europe & Central Asia,Upper middle income,953204161048.33,
Belize,Latin America & Caribbean,Upper middle income,953204161048.33,0.000159252347191866
Bermuda,North America,High income,7731211173831.54,6.689766821408383e-05
Bolivia,Latin America & Caribbean,Lower middle income,544278557125.04,0.008123310294188682
Brazil,Latin America & Caribbean,Upper middle income,953204161048.33,0.23220418987320973
Barbados,Latin America & Caribbean,High income,7731211173831.54,8.670859416814669e-05
Brunei Darussalam,East Asia & Pacific,High income,7731211173831.54,0.000362657278783198
Bhutan,South Asia,Lower middle income,544278557125.04,
Botswana,Sub-Saharan Africa,Upper middle income,953204161048.33,0.0008601276978253036
Central African Republic,Sub-Saharan Africa,Low income,59681983176.7,0.011741648909776518
Canada,North America,High income,7731211173831.54,0.03144035191054483
Central Europe and the Baltics,,,,
Switzerland,Europe & Central Asia,High income,7731211173831.54,
Channel Islands,Europe & Central Asia,High income,7731211173831.54,
Chile,Latin America & Caribbean,High income,7731211173831.54,0.002820217491769045
China,East Asia & Pacific,Upper middle income,953204161048.33,0.18703338412195694
Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,544278557125.04,0.0167982657745959
Cameroon,Sub-Saharan Africa,Lower middle income,544278557125.04,0.01087495388072067
"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,59681983176.7,0.2524785778546775
"Congo, Rep.",Sub-Saharan Africa,Lower middle income,544278557125.04,0.0022024561693776315
Colombia,Latin America & Caribbean,Upper middle income,953204161048.33,0.02931209534300737
Comoros,Sub-Saharan Africa,Lower middle income,544278557125.04,
Cabo Verde,Sub-Saharan Africa,Lower middle income,544278557125.04,
Costa Rica,Latin America & Caribbean,Upper middle income,953204161048.33,0.004233635865124374
Caribbean small states,,,,
Cuba,Latin America & Caribbean,Upper middle income,953204161048.33,0.02054590620592876
Curacao,Latin America & Caribbean,High income,7731211173831.54,
Cayman Islands,Latin America & Caribbean,High income,7731211173831.54,
Cyprus,Europe & Central Asia,High income,7731211173831.54,0.00016668995077537388
Czechia,Europe & Central Asia,High income,7731211173831.54,
Germany,Europe & Central Asia,High income,7731211173831.54,0.11399830895619048
Djibouti,Middle East & North Africa,Lower middle income,544278557125.04,
Dominica,Latin America & Caribbean,Upper middle income,953204161048.33,5.771875652482643e-05
Denmark,Europe & Central Asia,High income,7731211173831.54,0.00910158064329873
Dominican Republic,Latin America & Caribbean,Upper middle income,953204161048.33,0.005768753667579926
Algeria,Middle East & North Africa,Lower middle income,544278557125.04,0.06107795672421248
East Asia & Pacific (excluding high income),,,,
Early-demographic dividend,,,,
East Asia & Pacific,,,,
Europe & Central Asia (excluding high income),,,,
Europe & Central Asia,,,,
Ecuador,Latin America & Caribbean,Upper middle income,953204161048.33,0.014871070214811287
"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,544278557125.04,0.033109096790781785
Euro area,,,,
Eritrea,Sub-Saharan Africa,Low income,59681983176.7,
Spain,Europe & Central Asia,High income,7731211173831.54,0.027757875858621075
Estonia,Europe & Central Asia,High income,7731211173831.54,
Ethiopia,Sub-Saharan Africa,Low income,59681983176.7,
European Union,,,,
Fragile and conflict affected situations,,,,
Finland,Europe & Central Asia,High income,7731211173831.54,0.005751395827409963
Fiji,East Asia & Pacific,Upper middle income,953204161048.33,0.0010698064157404535
France,Europe & Central Asia,High income,7731211173831.54,0.07941226622784496
Faroe Islands,Europe & Central Asia,High income,7731211173831.54,
"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,544278557125.04,
Gabon,Sub-Saharan Africa,Upper middle income,953204161048.33,0.0031790158287468475
United Kingdom,Europe & Central Asia,High income,7731211173831.54,0.05678204748641438
Georgia,Europe & Central Asia,Upper middle income,953204161048.33,
Ghana,Sub-Saharan Africa,Lower middle income,544278557125.04,0.007386342650049342
Gibraltar,Europe & Central Asia,High income,7731211173831.54,
Guinea,Sub-Saharan Africa,Low income,59681983176.7,
"Gambia, The",Sub-Saharan Africa,Low income,59681983176.7,0.0034702999377014335
Guinea-Bissau,Sub-Saharan Africa,Low income,59681983176.7,0.001986158448338518
Equatorial Guinea,Sub-Saharan Africa,Upper middle income,953204161048.33,
Greece,Europe & Central Asia,High income,7731211173831.54,0.007047004085130832
Grenada,Latin America & Caribbean,Upper middle income,953204161048.33,0.00010726386473969236
Greenland,Europe & Central Asia,High income,7731211173831.54,5.4408352577896564e-05
Guatemala,Latin America & Caribbean,Upper middle income,953204161048.33,0.007241470906304636
Guam,East Asia & Pacific,High income,7731211173831.54,
Guyana,Latin America & Caribbean,Upper middle income,953204161048.33,0.0005564809950227497
High income,,,,
"Hong Kong SAR, China",East Asia & Pacific,High income,7731211173831.54,0.0029136490304708927
Honduras,Latin America & Caribbean,Lower middle income,544278557125.04,0.006511889784380672
Heavily indebted poor countries (HIPC),,,,
Croatia,Europe & Central Asia,High income,7731211173831.54,
Haiti,Latin America & Caribbean,Lower middle income,544278557125.04,0.0019853804377447633
Hungary,Europe & Central Asia,High income,7731211173831.54,
IBRD only,,,,
IDA & IBRD total,,,,
IDA total,,,,
IDA blend,,,,
Indonesia,East Asia & Pacific,Lower middle income,544278557125.04,0.09443727978280718
IDA only,,,,
Isle of Man,Europe & Central Asia,High income,7731211173831.54,
India,South Asia,Lower middle income,544278557125.04,0.2810913602919182
Ireland,Europe & Central Asia,High income,7731211173831.54,0.0023695296749889514
"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,544278557125.04,0.16607649914312864
Iraq,Middle East & North Africa,Upper middle income,953204161048.33,0.039672988625447894
Iceland,Europe & Central Asia,High income,7731211173831.54,0.0003690799526545406
Israel,Middle East & North Africa,High income,7731211173831.54,
Italy,Europe & Central Asia,High income,7731211173831.54,0.05092048207563009
Jamaica,Latin America & Caribbean,Upper middle income,953204161048.33,0.0025440866679945647
Jordan,Middle East & North Africa,Upper middle income,953204161048.33,0.0034323478701580225
Japan,East Asia & Pacific,High income,7731211173831.54,0.1364611541812463
Kazakhstan,Europe & Central Asia,Upper middle income,953204161048.33,
Kenya,Sub-Saharan Africa,Lower middle income,544278557125.04,0.011454412255244772
Kyrgyz Republic,Europe & Central Asia,Lower middle income,544278557125.04,
Cambodia,East Asia & Pacific,Lower middle income,544278557125.04,
Kiribati,East Asia & Pacific,Lower middle income,544278557125.04,7.83057955932088e-05
St. Kitts and Nevis,Latin America & Caribbean,High income,7731211173831.54,7.610805010625379e-06
"Korea, Rep.",East Asia & Pacific,High income,7731211173831.54,0.008659303092457315
Kuwait,Middle East & North Africa,High income,7731211173831.54,0.0032007946724776923
Latin America & Caribbean (excluding high income),,,,
Lao PDR,East Asia & Pacific,Lower middle income,544278557125.04,
Lebanon,Middle East & North Africa,Lower middle income,544278557125.04,
Liberia,Sub-Saharan Africa,Low income,59681983176.7,
Libya,Middle East & North Africa,Upper middle income,953204161048.33,
St. Lucia,Latin America & Caribbean,Upper middle income,953204161048.33,
Latin America & Caribbean,,,,
Least developed countries: UN classification,,,,
Low income,,,,
Liechtenstein,Europe & Central Asia,High income,7731211173831.54,6.508432620533721e-05
Sri Lanka,South Asia,Lower middle income,544278557125.04,0.006181782081903752
Lower middle income,,,,
Low & middle income,,,,
Lesotho,Sub-Saharan Africa,Lower middle income,544278557125.04,0.0005330772524506125
Late-demographic dividend,,,,
Lithuania,Europe & Central Asia,High income,7731211173831.54,
Luxembourg,Europe & Central Asia,High income,7731211173831.54,0.0007135987544453294
Latvia,Europe & Central Asia,High income,7731211173831.54,
"Macao SAR, China",East Asia & Pacific,High income,7731211173831.54,
St. Martin (French part),Latin America & Caribbean,High income,7731211173831.54,
Morocco,Middle East & North Africa,Lower middle income,544278557125.04,0.0292352755049735
Monaco,Europe & Central Asia,High income,7731211173831.54,0.00015649531047544547
Moldova,Europe & Central Asia,Upper middle income,953204161048.33,
Madagascar,Sub-Saharan Africa,Low income,59681983176.7,0.058033692860799325
Maldives,South Asia,Upper middle income,953204161048.33,
Middle East & North Africa,,,,
Mexico,Latin America & Caribbean,Upper middle income,953204161048.33,0.14116702958158553
