Country Name,Region,IncomeGroup,TotalGDP,GDPPercentage
Aruba,Latin America & Caribbean,High income,4042020745376.7,
Africa Eastern and Southern,,,,
Afghanistan,South Asia,Low income,34055140736.71,0.0632960384649476
Africa Western and Central,,,,
Angola,Sub-Saharan Africa,Lower middle income,301311443083.35,
Albania,Europe & Central Asia,Upper middle income,570564267984.67,
Andorra,Europe & Central Asia,High income,4042020745376.7,4.615480920363596e-05
Arab World,,,,
United Arab Emirates,Middle East & North Africa,High income,4042020745376.7,
Argentina,Latin America & Caribbean,Upper middle income,570564267984.67,0.1269563858211083
Armenia,Europe & Central Asia,Upper middle income,570564267984.67,
American Samoa,East Asia & Pacific,Upper middle income,570564267984.67,
Antigua and Barbuda,Latin America & Caribbean,High income,4042020745376.7,
Australia,East Asia & Pacific,High income,4042020745376.7,0.02200975614431413
Austria,Europe & Central Asia,High income,4042020745376.7,0.008705868210164393
Azerbaijan,Europe & Central Asia,Upper middle income,570564267984.67,
Burundi,Sub-Saharan Africa,Low income,34055140736.71,0.010138366326814812
Belgium,Europe & Central Asia,High income,4042020745376.7,0.013862639854852586
Benin,Sub-Saharan Africa,Lower middle income,301311443083.35,0.0018408022653376931
Burkina Faso,Sub-Saharan Africa,Low income,34055140736.71,0.022056386036023928
Bangladesh,South Asia,Lower middle income,301311443083.35,0.041526668857839406
Bulgaria,Europe & Central Asia,Upper middle income,570564267984.67,
Bahrain,Middle East & North Africa,High income,4042020745376.7,
"Bahamas, The",Latin America & Caribbean,High income,4042020745376.7,0.00015645639640106865
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,570564267984.67,
Belarus,Europe & Central Asia,Upper middle income,570564267984.67,
Belize,Latin America & Caribbean,Upper middle income,570564267984.67,0.00018090227532925919
Bermuda,North America,High income,4042020745376.7,7.733755457775784e-05
Bolivia,Latin America & Caribbean,Lower middle income,301311443083.35,0.006970362139279989
Brazil,Latin America & Caribbean,Upper middle income,570564267984.67,0.19243230983919585
Barbados,Latin America & Caribbean,High income,4042020745376.7,7.714194387959299e-05
Brunei Darussalam,East Asia & Pacific,High income,4042020745376.7,0.0002656040514457941
Bhutan,South Asia,Lower middle income,301311443083.35,
Botswana,Sub-Saharan Africa,Upper middle income,570564267984.67,0.0005363705117408834
Central African Republic,Sub-Saharan Africa,Low income,34055140736.71,0.008263030547298962
Canada,North America,High income,4042020745376.7,0.039685348023875744
Central Europe and the Baltics,,,,
Switzerland,Europe & Central Asia,High income,4042020745376.7,
Channel Islands,Europe & Central Asia,High income,4042020745376.7,
Chile,Latin America & Caribbean,High income,4042020745376.7,0.004010470308085778
China,East Asia & Pacific,Upper middle income,570564267984.67,0.2527007176759865
Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,301311443083.35,0.01018929739137296
Cameroon,Sub-Saharan Africa,Lower middle income,301311443083.35,0.007160084011157874
"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,34055140736.71,0.28180650475641356
"Congo, Rep.",Sub-Saharan Africa,Lower middle income,301311443083.35,0.001942722883040569
Colombia,Latin America & Caribbean,Upper middle income,570564267984.67,0.021680343964919233
Comoros,Sub-Saharan Africa,Lower middle income,301311443083.35,
Cabo Verde,Sub-Saharan Africa,Lower middle income,301311443083.35,
Costa Rica,Latin America & Caribbean,Upper middle income,570564267984.67,0.002920871227857502
Caribbean small states,,,,
Cuba,Latin America & Caribbean,Upper middle income,570564267984.67,0.019990661800970783
Curacao,Latin America & Caribbean,High income,4042020745376.7,
Cayman Islands,Latin America & Caribbean,High income,4042020745376.7,
Cyprus,Europe & Central Asia,High income,4042020745376.7,
Czechia,Europe & Central Asia,High income,4042020745376.7,
Germany,Europe & Central Asia,High income,4042020745376.7,0.11016841032034326
Djibouti,Middle East & North Africa,Lower middle income,301311443083.35,
Dominica,Latin America & Caribbean,Upper middle income,570564267984.67,
Denmark,Europe & Central Asia,High income,4042020745376.7,0.008451328419596319
Dominican Republic,Latin America & Caribbean,Upper middle income,570564267984.67,0.005127730852010887
Algeria,Middle East & North Africa,Lower middle income,301311443083.35,0.043841778715140896
East Asia & Pacific (excluding high income),,,,
Early-demographic dividend,,,,
East Asia & Pacific,,,,
Europe & Central Asia (excluding high income),,,,
Europe & Central Asia,,,,
Ecuador,Latin America & Caribbean,Upper middle income,570564267984.67,0.011566198220420822
"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,301311443083.35,0.030629315403886095
Euro area,,,,
Eritrea,Sub-Saharan Africa,Low income,34055140736.71,
Spain,Europe & Central Asia,High income,4042020745376.7,0.02406568705943998
Estonia,Europe & Central Asia,High income,4042020745376.7,
Ethiopia,Sub-Saharan Africa,Low income,34055140736.71,
European Union,,,,
Fragile and conflict affected situations,,,,
Finland,Europe & Central Asia,High income,4042020745376.7,0.006147623442661027
Fiji,East Asia & Pacific,Upper middle income,570564267984.67,0.0009790130617065003
France,Europe & Central Asia,High income,4042020745376.7,0.07064585215863055
Faroe Islands,Europe & Central Asia,High income,4042020745376.7,
"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,301311443083.35,
Gabon,Sub-Saharan Africa,Upper middle income,570564267984.67,0.0027064716293125632
United Kingdom,Europe & Central Asia,High income,4042020745376.7,0.05099701683514972
Georgia,Europe & Central Asia,Upper middle income,570564267984.67,
Ghana,Sub-Saharan Africa,Lower middle income,301311443083.35,0.009606040541909777
Gibraltar,Europe & Central Asia,High income,4042020745376.7,
Guinea,Sub-Saharan Africa,Low income,34055140736.71,
"Gambia, The",Sub-Saharan Africa,Low income,34055140736.71,0.0028130124083361754
Guinea-Bissau,Sub-Saharan Africa,Low income,34055140736.71,0.002900452818963816
Equatorial Guinea,Sub-Saharan Africa,Upper middle income,570564267984.67,0.00016502937178766667
Greece,Europe & Central Asia,High income,4042020745376.7,0.00627193881847268
Grenada,Latin America & Caribbean,Upper middle income,570564267984.67,
Greenland,Europe & Central Asia,High income,4042020745376.7,4.203811887763189e-05
