Country Name,Region,IncomeGroup,TotalGDP,GDPPercentage
Aruba,Latin America & Caribbean,High income,48723121841076.96,6.123989535671442e-05
Africa Eastern and Southern,,,,
Afghanistan,South Asia,Low income,446102259644.0,0.040393335367500775
Africa Western and Central,,,,
Angola,Sub-Saharan Africa,Lower middle income,6899236859466.6,0.007224058572451057
Albania,Europe & Central Asia,Upper middle income,19549849073649.97,0.0006067156726538098
Andorra,Europe & Central Asia,High income,48723121841076.96,5.945183934330536e-05
Arab World,,,,
United Arab Emirates,Middle East & North Africa,High income,48723121841076.96,0.0075786399977493335
Argentina,Latin America & Caribbean,Upper middle income,19549849073649.97,0.02851842988145937
Armenia,Europe & Central Asia,Upper middle income,19549849073649.97,0.0005394484182598873
American Samoa,East Asia & Pacific,Upper middle income,19549849073649.97,3.4322515609821224e-05
Antigua and Barbuda,Latin America & Caribbean,High income,48723121841076.96,2.9484670331383802e-05
Australia,East Asia & Pacific,High income,48723121841076.96,0.02476319156919874
Austria,Europe & Central Asia,High income,48723121841076.96,0.008124212592352447
Azerbaijan,Europe & Central Asia,Upper middle income,19549849073649.97,0.0019369724448686043
Burundi,Sub-Saharan Africa,Low income,446102259644.0,0.005916403927445335
Belgium,Europe & Central Asia,High income,48723121841076.96,0.009770781961648566
Benin,Sub-Saharan Africa,Lower middle income,6899236859466.6,0.0017133874503496784
Burkina Faso,Sub-Saharan Africa,Low income,446102259644.0,0.028767761410223126
Bangladesh,South Asia,Lower middle income,6899236859466.6,0.03844425193723617
Bulgaria,Europe & Central Asia,Upper middle income,19549849073649.97,0.0027598114655893236
Bahrain,Middle East & North Africa,High income,48723121841076.96,0.0006615949919864062
"Bahamas, The",Latin America & Caribbean,High income,48723121841076.96,0.00024289494500376234
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,19549849073649.97,0.0008651386981701272
Belarus,Europe & Central Asia,Upper middle income,19549849073649.97,0.002441075511182458
Belize,Latin America & Caribbean,Upper middle income,19549849073649.97,0.00011552518853171569
Bermuda,North America,High income,48723121841076.96,0.00014161471472427076
Bolivia,Latin America & Caribbean,Lower middle income,6899236859466.6,0.004919547899479434
Brazil,Latin America & Caribbean,Upper middle income,19549849073649.97,0.09185237150604467
Barbados,Latin America & Caribbean,High income,48723121841076.96,9.918928770129843e-05
Brunei Darussalam,East Asia & Pacific,High income,48723121841076.96,0.00023399268842392386
Bhutan,South Asia,Lower middle income,6899236859466.6,0.0003129291214342968
Botswana,Sub-Saharan Africa,Upper middle income,19549849073649.97,0.0007714933766076421
Central African Republic,Sub-Saharan Africa,Low income,446102259644.0,0.004091031039511898
Canada,North America,High income,48723121841076.96,0.03136067522487442
Central Europe and the Baltics,,,,
Switzerland,Europe & Central Asia,High income,48723121841076.96,0.014118450830054509
Channel Islands,Europe & Central Asia,High income,48723121841076.96,
Chile,Latin America & Caribbean,High income,48723121841076.96,0.005116646688058147
China,East Asia & Pacific,Upper middle income,19549849073649.97,0.5745977862888297
Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,6899236859466.6,0.00695210724562778
Cameroon,Sub-Saharan Africa,Lower middle income,6899236859466.6,0.004901170751023366
"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,446102259644.0,0.08324279730085751
"Congo, Rep.",Sub-Saharan Africa,Lower middle income,6899236859466.6,0.001481227777095058
Colombia,Latin America & Caribbean,Upper middle income,19549849073649.97,0.0144668636026046
Comoros,Sub-Saharan Africa,Lower middle income,6899236859466.6,0.00014680399276483246
Cabo Verde,Sub-Saharan Africa,Lower middle income,6899236859466.6,0.00024104241104842602
Costa Rica,Latin America & Caribbean,Upper middle income,19549849073649.97,0.0030101007850907783
Caribbean small states,,,,
Cuba,Latin America & Caribbean,Upper middle income,19549849073649.97,0.0046736933699990536
Curacao,Latin America & Caribbean,High income,48723121841076.96,6.1875111632489e-05
Cayman Islands,Latin America & Caribbean,High income,48723121841076.96,0.00010076322687231738
Cyprus,Europe & Central Asia,High income,48723121841076.96,0.00043197050436649085
Czechia,Europe & Central Asia,High income,48723121841076.96,0.004028313305542937
Germany,Europe & Central Asia,High income,48723121841076.96,0.07121567479435763
Djibouti,Middle East & North Africa,Lower middle income,6899236859466.6,0.0003775715027707277
Dominica,Latin America & Caribbean,Upper middle income,19549849073649.97,2.9474888907283907e-05
Denmark,Europe & Central Asia,High income,48723121841076.96,0.006426435502661522
Dominican Republic,Latin America & Caribbean,Upper middle income,19549849073649.97,0.003872394099043849
Algeria,Middle East & North Africa,Lower middle income,6899236859466.6,0.02319589880153393
East Asia & Pacific (excluding high income),,,,
Early-demographic dividend,,,,
East Asia & Pacific,,,,
Europe & Central Asia (excluding high income),,,,
Europe & Central Asia,,,,
Ecuador,Latin America & Caribbean,Upper middle income,19549849073649.97,0.005111942072979982
"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,6899236859466.6,0.04818532930114564
Euro area,,,,
Eritrea,Sub-Saharan Africa,Low income,446102259644.0,
Spain,Europe & Central Asia,High income,48723121841076.96,0.02531754849419423
Estonia,Europe & Central Asia,High income,48723121841076.96,0.0004940740323561316
Ethiopia,Sub-Saharan Africa,Low income,446102259644.0,0.16654616038100867
European Union,,,,
Fragile and conflict affected situations,,,,
Finland,Europe & Central Asia,High income,48723121841076.96,0.004941616852576417
Fiji,East Asia & Pacific,Upper middle income,19549849073649.97,0.00025218630596208114
France,Europe & Central Asia,High income,48723121841076.96,0.05075536842787286
Faroe Islands,Europe & Central Asia,High income,48723121841076.96,5.774027370775337e-05
"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,6899236859466.6,4.8159703278499765e-05
Gabon,Sub-Saharan Africa,Upper middle income,19549849073649.97,0.000717340096446163
United Kingdom,Europe & Central Asia,High income,48723121841076.96,0.05540819015673171
Georgia,Europe & Central Asia,Upper middle income,19549849073649.97,0.0007745204840178863
Ghana,Sub-Saharan Africa,Lower middle income,6899236859466.6,0.00814078050124261
Gibraltar,Europe & Central Asia,High income,48723121841076.96,
Guinea,Sub-Saharan Africa,Low income,446102259644.0,0.019269024971673026
"Gambia, The",Sub-Saharan Africa,Low income,446102259644.0,0.003327891334118615
Guinea-Bissau,Sub-Saharan Africa,Low income,446102259644.0,0.0026429028670262138
Equatorial Guinea,Sub-Saharan Africa,Upper middle income,19549849073649.97,0.0005749818880776318
Greece,Europe & Central Asia,High income,48723121841076.96,0.003964195903333166
Grenada,Latin America & Caribbean,Upper middle income,19549849073649.97,5.430429345006657e-05
Greenland,Europe & Central Asia,High income,48723121841076.96,5.556184991245138e-05
Guatemala,Latin America & Caribbean,Upper middle income,19549849073649.97,0.0033787332475128788
Guam,East Asia & Pacific,High income,48723121841076.96,0.00012111292907805937
Guyana,Latin America & Caribbean,Upper middle income,19549849073649.97,0.00022929575159953282
High income,,,,
"Hong Kong SAR, China",East Asia & Pacific,High income,48723121841076.96,0.006585333366908656
Honduras,Latin America & Caribbean,Lower middle income,6899236859466.6,0.003147829609763398
Heavily indebted poor countries (HIPC),,,,
Croatia,Europe & Central Asia,High income,48723121841076.96,0.0010754133295872944
Haiti,Latin America & Caribbean,Lower middle income,6899236859466.6,0.0020274262246565964
Hungary,Europe & Central Asia,High income,48723121841076.96,0.0026396091863631955
IBRD only,,,,
IDA & IBRD total,,,,
IDA total,,,,
IDA blend,,,,
Indonesia,East Asia & Pacific,Lower middle income,6899236859466.6,0.13506957638674927
IDA only,,,,
Isle of Man,Europe & Central Asia,High income,48723121841076.96,0.00014052243805994725
India,South Asia,Lower middle income,6899236859466.6,0.3326164975552699
