Country Name,Region,IncomeGroup,TotalGDP,GDPPercentage
Aruba,Latin America & Caribbean,High income,48920241059888.88,5.345606935580255e-05
Africa Eastern and Southern,,,,
Afghanistan,South Asia,Low income,413106963164.6,0.04890639655461341
Africa Western and Central,,,,
Angola,Sub-Saharan Africa,Lower middle income,6339642804357.9,0.01971688372002217
Albania,Europe & Central Asia,Upper middle income,18914793588682.81,0.0006513330626230709
Andorra,Europe & Central Asia,High income,48920241059888.88,6.518383544137105e-05
Arab World,,,,
United Arab Emirates,Middle East & North Africa,High income,48920241059888.88,0.00786198088290601
Argentina,Latin America & Caribbean,Upper middle income,18914793588682.81,0.02886534275090766
Armenia,Europe & Central Asia,Upper middle income,18914793588682.81,0.0005614293383224548
American Samoa,East Asia & Pacific,Upper middle income,18914793588682.81,3.383594946459939e-05
Antigua and Barbuda,Latin America & Caribbean,High income,48920241059888.88,2.4528663841435404e-05
Australia,East Asia & Pacific,High income,48920241059888.88,0.031620653669843415
Austria,Europe & Central Asia,High income,48920241059888.88,0.008368764976010728
Azerbaijan,Europe & Central Asia,Upper middle income,18914793588682.81,0.0036840970808528217
Burundi,Sub-Saharan Africa,Low income,413106963164.6,0.00564827413492494
Belgium,Europe & Central Asia,High income,48920241059888.88,0.010142080031711253
Benin,Sub-Saharan Africa,Lower middle income,6339642804357.9,0.001757411016649294
Burkina Faso,Sub-Saharan Africa,Low income,413106963164.6,0.030406207619393572
Bangladesh,South Asia,Lower middle income,6339642804357.9,0.021035254527010647
Bulgaria,Europe & Central Asia,Upper middle income,18914793588682.81,0.002870814168254501
Bahrain,Middle East & North Africa,High income,48920241059888.88,0.0006285600365982711
"Bahamas, The",Latin America & Caribbean,High income,48920241059888.88,0.0002191424197373804
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,18914793588682.81,0.0009107606215860189
Belarus,Europe & Central Asia,Upper middle income,18914793588682.81,0.0034726840791062625
Belize,Latin America & Caribbean,Upper middle income,18914793588682.81,0.00010060908098614474
Bermuda,North America,High income,48920241059888.88,0.000130379324831857
Bolivia,Latin America & Caribbean,Lower middle income,6339642804357.9,0.004272243455637909
Brazil,Latin America & Caribbean,Upper middle income,18914793588682.81,0.13033131915724339
Barbados,Latin America & Caribbean,High income,48920241059888.88,9.423698453072323e-05
Brunei Darussalam,East Asia & Pacific,High income,48920241059888.88,0.0003893672616551752
Bhutan,South Asia,Lower middle income,6339642804357.9,0.0002809750228791343
Botswana,Sub-Saharan Africa,Upper middle income,18914793588682.81,0.0007352715714709786
Central African Republic,Sub-Saharan Africa,Low income,413106963164.6,0.006076214934193339
Canada,North America,High income,48920241059888.88,0.03737450920901396
Central Europe and the Baltics,,,,
Switzerland,Europe & Central Asia,High income,48920241059888.88,0.01403141082562685
Channel Islands,Europe & Central Asia,High income,48920241059888.88,
Chile,Latin America & Caribbean,High income,48920241059888.88,0.005461461231822615
China,East Asia & Pacific,Upper middle income,18914793588682.81,0.45108766109427945
Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,6339642804357.9,0.0057262383226142684
Cameroon,Sub-Saharan Africa,Lower middle income,6339642804357.9,0.004756587319599657
"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,413106963164.6,0.07094103571021897
"Congo, Rep.",Sub-Saharan Africa,Lower middle income,6339642804357.9,0.002790837458671616
Colombia,Latin America & Caribbean,Upper middle income,18914793588682.81,0.01961010033024792
Comoros,Sub-Saharan Africa,Lower middle income,6339642804357.9,0.000160236688461644
Cabo Verde,Sub-Saharan Africa,Lower middle income,6339642804357.9,0.00027474888771377966
Costa Rica,Latin America & Caribbean,Upper middle income,18914793588682.81,0.0024970746649469054
Caribbean small states,,,,
Cuba,Latin America & Caribbean,Upper middle income,18914793588682.81,0.003866867468422287
Curacao,Latin America & Caribbean,High income,48920241059888.88,6.182563851836568e-05
Cayman Islands,Latin America & Caribbean,High income,48920241059888.88,8.771745422813227e-05
Cyprus,Europe & Central Asia,High income,48920241059888.88,0.0005120305901464194
Czechia,Europe & Central Asia,High income,48920241059888.88,0.004269357539434708
Germany,Europe & Central Asia,High income,48920241059888.88,0.07209980825078158
Djibouti,Middle East & North Africa,Lower middle income,6339642804357.9,0.00021351880283688955
Dominica,Latin America & Caribbean,Upper middle income,18914793588682.81,2.5693978314983237e-05
Denmark,Europe & Central Asia,High income,48920241059888.88,0.006687395501577749
Dominican Republic,Latin America & Caribbean,Upper middle income,18914793588682.81,0.003208152228121975
Algeria,Middle East & North Africa,Lower middle income,6339642804357.9,0.03297646357241008
East Asia & Pacific (excluding high income),,,,
Early-demographic dividend,,,,
East Asia & Pacific,,,,
Europe & Central Asia (excluding high income),,,,
Europe & Central Asia,,,,
Ecuador,Latin America & Caribbean,Upper middle income,18914793588682.81,0.004648453792940539
"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,6339642804357.9,0.044027243902153866
Euro area,,,,
Eritrea,Sub-Saharan Africa,Low income,413106963164.6,
Spain,Europe & Central Asia,High income,48920241059888.88,0.027079792971138907
