Country Name,Region,IncomeGroup,TotalGDP,GDPPercentage
Aruba,Latin America & Caribbean,High income,27175404476711.7,6.97928174951492e-05
Africa Eastern and Southern,,,,
Afghanistan,South Asia,Low income,173241218988.9,
Africa Western and Central,,,,
Angola,Sub-Saharan Africa,Lower middle income,1552592483818.76,0.0057555757973404825
Albania,Europe & Central Asia,Upper middle income,4265357474649.29,0.0009195245222260032
Andorra,Europe & Central Asia,High income,27175404476711.7,5.6923758957319575e-05
Arab World,,,,
United Arab Emirates,Middle East & North Africa,High income,27175404476711.7,0.003801672946157416
Argentina,Latin America & Caribbean,Upper middle income,4265357474649.29,0.06299518893714601
Armenia,Europe & Central Asia,Upper middle income,4265357474649.29,0.0004966683157486552
American Samoa,East Asia & Pacific,Upper middle income,4265357474649.29,
Antigua and Barbuda,Latin America & Caribbean,High income,27175404476711.7,2.9456101828621633e-05
Australia,East Asia & Pacific,High income,27175404476711.7,0.013959608230490021
Austria,Europe & Central Asia,High income,27175404476711.7,0.007267932301403565
Azerbaijan,Europe & Central Asia,Upper middle income,4265357474649.29,0.0013381575694237223
Burundi,Sub-Saharan Africa,Low income,173241218988.9,0.0050611207206766335
Belgium,Europe & Central Asia,High income,27175404476711.7,0.008711774656486987
Benin,Sub-Saharan Africa,Lower middle income,1552592483818.76,0.0023613553705880055
Burkina Faso,Sub-Saharan Africa,Low income,173241218988.9,0.018415773501365258
Bangladesh,South Asia,Lower middle income,1552592483818.76,0.03477492671560724
Bulgaria,Europe & Central Asia,Upper middle income,4265357474649.29,0.003325277669526681
Bahrain,Middle East & North Africa,High income,27175404476711.7,0.00033030591381601193
"Bahamas, The",Latin America & Caribbean,High income,27175404476711.7,0.0003060793449138197
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,4265357474649.29,0.001359973868890545
Belarus,Europe & Central Asia,Upper middle income,4265357474649.29,0.002896549754019351
Belize,Latin America & Caribbean,Upper middle income,4265357474649.29,0.00027266178905570516
Bermuda,North America,High income,27175404476711.7,0.00013543434112099547
Bolivia,Latin America & Caribbean,Lower middle income,1552592483818.76,0.005243834400753412
Brazil,Latin America & Caribbean,Upper middle income,4265357474649.29,0.13128817533541995
Barbados,Latin America & Caribbean,High income,27175404476711.7,0.00011239943098611804
Brunei Darussalam,East Asia & Pacific,High income,27175404476711.7,0.00020610882126151698
Bhutan,South Asia,Lower middle income,1552592483818.76,0.00029720903489435297
Botswana,Sub-Saharan Africa,Upper middle income,4265357474649.29,0.0012870218575176684
Central African Republic,Sub-Saharan Africa,Low income,173241218988.9,0.005383525937090971
Canada,North America,High income,27175404476711.7,0.02719304511670764
Central Europe and the Baltics,,,,
