Country Name,Region,IncomeGroup,TotalGDP,GDPPercentage
Aruba,Latin America & Caribbean,High income,9945273765354.9,
Africa Eastern and Southern,,,,
Afghanistan,South Asia,Low income,68717957350.9,
Africa Western and Central,,,,
Angola,Sub-Saharan Africa,Lower middle income,879918895819.88,0.00858438260035527
Albania,Europe & Central Asia,Upper middle income,1169926170804.76,0.0016215126905786469
Andorra,Europe & Central Asia,High income,9945273765354.9,3.486459729322761e-05
Arab World,,,,
United Arab Emirates,Middle East & North Africa,High income,9945273765354.9,0.004082708147607342
Argentina,Latin America & Caribbean,Upper middle income,1169926170804.76,0.07557457137588486
Armenia,Europe & Central Asia,Upper middle income,1169926170804.76,
American Samoa,East Asia & Pacific,Upper middle income,1169926170804.76,
Antigua and Barbuda,Latin America & Caribbean,High income,9945273765354.9,2.4224966600645665e-05
Australia,East Asia & Pacific,High income,9945273765354.9,0.018162798155366214
Austria,Europe & Central Asia,High income,9945273765354.9,0.00697685916396932
Azerbaijan,Europe & Central Asia,Upper middle income,1169926170804.76,
Burundi,Sub-Saharan Africa,Low income,68717957350.9,0.016734771089422357
Belgium,Europe & Central Asia,High income,9945273765354.9,0.008674297579270457
Benin,Sub-Saharan Africa,Lower middle income,879918895819.88,0.001188419419071162
Burkina Faso,Sub-Saharan Africa,Low income,68717957350.9,0.02259224703191308
Bangladesh,South Asia,Lower middle income,879918895819.88,0.025318723331019827
Bulgaria,Europe & Central Asia,Upper middle income,1169926170804.76,0.014663678342368612
Bahrain,Middle East & North Africa,High income,9945273765354.9,0.0003671956939708921
"Bahamas, The",Latin America & Caribbean,High income,9945273765354.9,0.00023334701032407277
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,1169926170804.76,
Belarus,Europe & Central Asia,Upper middle income,1169926170804.76,
Belize,Latin America & Caribbean,Upper middle income,1169926170804.76,0.00018175825791958154
Bermuda,North America,High income,9945273765354.9,0.00010452201281991608
Bolivia,Latin America & Caribbean,Lower middle income,879918895819.88,0.00611110487858046
Brazil,Latin America & Caribbean,Upper middle income,1169926170804.76,0.15054283286854686
