Country Name,Region,IncomeGroup,TotalGDP,GDPPercentage
Aruba,Latin America & Caribbean,High income,8883315446340.99,
Africa Eastern and Southern,,,,
Afghanistan,South Asia,Low income,73906813786.4,0.04706992130731187
Africa Western and Central,,,,
Angola,Sub-Saharan Africa,Lower middle income,805398925938.17,0.0068915947827153014
Albania,Europe & Central Asia,Upper middle income,1221925046079.6401,
Andorra,Europe & Central Asia,High income,8883315446340.99,4.378531119934629e-05
Arab World,,,,
United Arab Emirates,Middle East & North Africa,High income,8883315446340.99,0.005553492323107842
Argentina,Latin America & Caribbean,Upper middle income,1221925046079.6401,0.0643876174069945
Armenia,Europe & Central Asia,Upper middle income,1221925046079.6401,
American Samoa,East Asia & Pacific,Upper middle income,1221925046079.6401,
Antigua and Barbuda,Latin America & Caribbean,High income,8883315446340.99,1.6642630253651024e-05
Australia,East Asia & Pacific,High income,8883315446340.99,0.01991283559257836
Austria,Europe & Central Asia,High income,8883315446340.99,0.007996364518639127
Azerbaijan,Europe & Central Asia,Upper middle income,1221925046079.6401,
Burundi,Sub-Saharan Africa,Low income,73906813786.4,0.013111736483467777
Belgium,Europe & Central Asia,High income,8883315446340.99,0.011789517172120456
Benin,Sub-Saharan Africa,Lower middle income,805398925938.17,0.001603081309670282
Burkina Faso,Sub-Saharan Africa,Low income,73906813786.4,0.02402812318675254
Bangladesh,South Asia,Lower middle income,805398925938.17,0.025142439789588886
Bulgaria,Europe & Central Asia,Upper middle income,1221925046079.6401,0.016261226548837722
Bahrain,Middle East & North Africa,High income,8883315446340.99,0.00039037442382262627
"Bahamas, The",Latin America & Caribbean,High income,8883315446340.99,0.00016058193684741556
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,1221925046079.6401,
Belarus,Europe & Central Asia,Upper middle income,1221925046079.6401,
Belize,Latin America & Caribbean,Upper middle income,1221925046079.6401,0.00016047617268270613
Bermuda,North America,High income,8883315446340.99,8.320092160010292e-05
Bolivia,Latin America & Caribbean,Lower middle income,805398925938.17,0.007315140975805442
Brazil,Latin America & Caribbean,Upper middle income,1221925046079.6401,0.21115452279810593
Barbados,Latin America & Caribbean,High income,8883315446340.99,0.00012542667765546222
Brunei Darussalam,East Asia & Pacific,High income,8883315446340.99,0.0004915072392029521
Bhutan,South Asia,Lower middle income,805398925938.17,0.0001727720720981971
Botswana,Sub-Saharan Africa,Upper middle income,1221925046079.6401,0.0008788277173344804
Central African Republic,Sub-Saharan Africa,Low income,73906813786.4,0.00940107504442107
Canada,North America,High income,8883315446340.99,0.034470801115829904
Central Europe and the Baltics,,,,
Switzerland,Europe & Central Asia,High income,8883315446340.99,0.012646066739223145
Channel Islands,Europe & Central Asia,High income,8883315446340.99,
Chile,Latin America & Caribbean,High income,8883315446340.99,0.0038847970954599513
China,East Asia & Pacific,Upper middle income,1221925046079.6401,0.16029297429364112
Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,805398925938.17,0.01047007664453648
Cameroon,Sub-Saharan Africa,Lower middle income,805398925938.17,0.008208276991801598
"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,73906813786.4,0.1696436417112485
"Congo, Rep.",Sub-Saharan Africa,Lower middle income,805398925938.17,0.002475186223619375
Colombia,Latin America & Caribbean,Upper middle income,1221925046079.6401,0.029779540885708593
Comoros,Sub-Saharan Africa,Lower middle income,805398925938.17,0.00024379218965468754
Cabo Verde,Sub-Saharan Africa,Lower middle income,805398925938.17,0.00017316650185191193
Costa Rica,Latin America & Caribbean,Upper middle income,1221925046079.6401,0.00214727333924293
Caribbean small states,,,,
Cuba,Latin America & Caribbean,Upper middle income,1221925046079.6401,0.01649058112087072
Curacao,Latin America & Caribbean,High income,8883315446340.99,
Cayman Islands,Latin America & Caribbean,High income,8883315446340.99,
Cyprus,Europe & Central Asia,High income,8883315446340.99,0.0002349906841211896
Czechia,Europe & Central Asia,High income,8883315446340.99,
Germany,Europe & Central Asia,High income,8883315446340.99,0.09010959982623513
Djibouti,Middle East & North Africa,Lower middle income,805398925938.17,
Dominica,Latin America & Caribbean,Upper middle income,1221925046079.6401,6.719511264085225e-05
Denmark,Europe & Central Asia,High income,8883315446340.99,0.006965621601390647
Dominican Republic,Latin America & Caribbean,Upper middle income,1221925046079.6401,0.006188022763146788
Algeria,Middle East & North Africa,Lower middle income,805398925938.17,0.05506423120237017
East Asia & Pacific (excluding high income),,,,
Early-demographic dividend,,,,
East Asia & Pacific,,,,
Europe & Central Asia (excluding high income),,,,
Europe & Central Asia,,,,
Ecuador,Latin America & Caribbean,Upper middle income,1221925046079.6401,0.01784951317511374
"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,805398925938.17,0.0274846170861412
Euro area,,,,
Eritrea,Sub-Saharan Africa,Low income,73906813786.4,
Spain,Europe & Central Asia,High income,8883315446340.99,0.022830214825202002
Estonia,Europe & Central Asia,High income,8883315446340.99,
Ethiopia,Sub-Saharan Africa,Low income,73906813786.4,0.09910998475959054
European Union,,,,
Fragile and conflict affected situations,,,,
Finland,Europe & Central Asia,High income,8883315446340.99,0.005904139416281036
Fiji,East Asia & Pacific,Upper middle income,1221925046079.6401,0.0010112451765879134
France,Europe & Central Asia,High income,8883315446340.99,0.06929304759221895
Faroe Islands,Europe & Central Asia,High income,8883315446340.99,
"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,805398925938.17,
Gabon,Sub-Saharan Africa,Upper middle income,1221925046079.6401,0.0031608069082399944
United Kingdom,Europe & Central Asia,High income,8883315446340.99,0.06087434396160499
Georgia,Europe & Central Asia,Upper middle income,1221925046079.6401,
Ghana,Sub-Saharan Africa,Lower middle income,805398925938.17,0.005242671028002034
Gibraltar,Europe & Central Asia,High income,8883315446340.99,
Guinea,Sub-Saharan Africa,Low income,73906813786.4,
"Gambia, The",Sub-Saharan Africa,Low income,73906813786.4,0.002960003747858172
Guinea-Bissau,Sub-Saharan Africa,Low income,73906813786.4,0.0020936089891142495
Equatorial Guinea,Sub-Saharan Africa,Upper middle income,1221925046079.6401,3.0060291314796403e-05
Greece,Europe & Central Asia,High income,8883315446340.99,0.005892676791812156
Grenada,Latin America & Caribbean,Upper middle income,1221925046079.6401,9.464731021845531e-05
Greenland,Europe & Central Asia,High income,8883315446340.99,4.905229105417874e-05
Guatemala,Latin America & Caribbean,Upper middle income,1221925046079.6401,0.007044213004403052
Guam,East Asia & Pacific,High income,8883315446340.99,
Guyana,Latin America & Caribbean,Upper middle income,1221925046079.6401,0.0004667693071108606
High income,,,,
"Hong Kong SAR, China",East Asia & Pacific,High income,8883315446340.99,0.0034959255506109067
Honduras,Latin America & Caribbean,Lower middle income,805398925938.17,0.005020983699834791
Heavily indebted poor countries (HIPC),,,,
Croatia,Europe & Central Asia,High income,8883315446340.99,
Haiti,Latin America & Caribbean,Lower middle income,805398925938.17,0.001836853703618637
Hungary,Europe & Central Asia,High income,8883315446340.99,
IBRD only,,,,
IDA & IBRD total,,,,
IDA total,,,,
IDA blend,,,,
Indonesia,East Asia & Pacific,Lower middle income,805398925938.17,0.10618121119342687
IDA only,,,,
Isle of Man,Europe & Central Asia,High income,8883315446340.99,
India,South Asia,Lower middle income,805398925938.17,0.24024243610036075
Ireland,Europe & Central Asia,High income,8883315446340.99,0.0023268553574233354
"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,805398925938.17,0.1247816414492155
Iraq,Middle East & North Africa,Upper middle income,1221925046079.6401,0.03095361709897781
Iceland,Europe & Central Asia,High income,8883315446340.99,0.00039320871031758246
Israel,Middle East & North Africa,High income,8883315446340.99,
Italy,Europe & Central Asia,High income,8883315446340.99,0.04848448786960562
Jamaica,Latin America & Caribbean,Upper middle income,1221925046079.6401,0.0024380066695235225
