Country Name,Region,IncomeGroup,TotalGDP,GDPPercentage
Aruba,Latin America & Caribbean,High income,8800911911362.72,
Africa Eastern and Southern,,,,
Afghanistan,South Asia,Low income,71720281338.0,
Africa Western and Central,,,,
Angola,Sub-Saharan Africa,Lower middle income,829432689285.23,0.0066919029207580085
Albania,Europe & Central Asia,Upper middle income,1166811577089.85,
Andorra,Europe & Central Asia,High income,8800911911362.72,4.271102360593867e-05
Arab World,,,,
United Arab Emirates,Middle East & North Africa,High income,8800911911362.72,0.005297487246157541
Argentina,Latin America & Caribbean,Upper middle income,1166811577089.85,0.07225458548094944
Armenia,Europe & Central Asia,Upper middle income,1166811577089.85,
American Samoa,East Asia & Pacific,Upper middle income,1166811577089.85,
Antigua and Barbuda,Latin America & Caribbean,High income,8800911911362.72,1.867639178251351e-05
Australia,East Asia & Pacific,High income,8800911911362.72,0.02204737440326858
Austria,Europe & Central Asia,High income,8800911911362.72,0.008098625266090618
Azerbaijan,Europe & Central Asia,Upper middle income,1166811577089.85,
Burundi,Sub-Saharan Africa,Low income,71720281338.0,0.01412741560821455
Belgium,Europe & Central Asia,High income,8800911911362.72,0.010464361774726592
Benin,Sub-Saharan Africa,Lower middle income,829432689285.23,0.00152848869519782
Burkina Faso,Sub-Saharan Africa,Low income,71720281338.0,0.024462394907957912
Bangladesh,South Asia,Lower middle income,829432689285.23,0.02233502421753404
Bulgaria,Europe & Central Asia,Upper middle income,1166811577089.85,0.016576798156426393
Bahrain,Middle East & North Africa,High income,8800911911362.72,0.00041424624149379746
"Bahamas, The",Latin America & Caribbean,High income,8800911911362.72,0.0001793336890421868
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,1166811577089.85,
Belarus,Europe & Central Asia,Upper middle income,1166811577089.85,
Belize,Latin America & Caribbean,Upper middle income,1166811577089.85,0.00015615745556316952
Bermuda,North America,High income,8800911911362.72,8.925211840671341e-05
Bolivia,Latin America & Caribbean,Lower middle income,829432689285.23,0.006744511615307536
Brazil,Latin America & Caribbean,Upper middle income,1166811577089.85,0.2325259753392964
Barbados,Latin America & Caribbean,High income,8800911911362.72,0.00013225036697586714
Brunei Darussalam,East Asia & Pacific,High income,8800911911362.72,0.0004845239196741067
Bhutan,South Asia,Lower middle income,829432689285.23,0.00017043762119120685
Botswana,Sub-Saharan Africa,Upper middle income,1166811577089.85,0.0008698124658064198
Central African Republic,Sub-Saharan Africa,Low income,71720281338.0,0.010433761130598315
Canada,North America,High income,8800911911362.72,0.0356221040680155
