Country Name,Region,IncomeGroup,TotalGDP,GDPPercentage
Aruba,Latin America & Caribbean,High income,0.0,
Africa Eastern and Southern,,,,
Afghanistan,South Asia,Low income,0.0,
Africa Western and Central,,,,
Angola,Sub-Saharan Africa,Lower middle income,0.0,
Albania,Europe & Central Asia,Upper middle income,0.0,
Andorra,Europe & Central Asia,High income,0.0,
Arab World,,,,
United Arab Emirates,Middle East & North Africa,High income,0.0,
Argentina,Latin America & Caribbean,Upper middle income,0.0,
Armenia,Europe & Central Asia,Upper middle income,0.0,
American Samoa,East Asia & Pacific,Upper middle income,0.0,
Antigua and Barbuda,Latin America & Caribbean,High income,0.0,
Australia,East Asia & Pacific,High income,0.0,
Austria,Europe & Central Asia,High income,0.0,
Azerbaijan,Europe & Central Asia,Upper middle income,0.0,
Burundi,Sub-Saharan Africa,Low income,0.0,
Belgium,Europe & Central Asia,High income,0.0,
Benin,Sub-Saharan Africa,Lower middle income,0.0,
Burkina Faso,Sub-Saharan Africa,Low income,0.0,
Bangladesh,South Asia,Lower middle income,0.0,
Bulgaria,Europe & Central Asia,Upper middle income,0.0,
Bahrain,Middle East & North Africa,High income,0.0,
"Bahamas, The",Latin America & Caribbean,High income,0.0,
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,0.0,
Belarus,Europe & Central Asia,Upper middle income,0.0,
Belize,Latin America & Caribbean,Upper middle income,0.0,
Bermuda,North America,High income,0.0,
Bolivia,Latin America & Caribbean,Lower middle income,0.0,
Brazil,Latin America & Caribbean,Upper middle income,0.0,
Barbados,Latin America & Caribbean,High income,0.0,
Brunei Darussalam,East Asia & Pacific,High income,0.0,
Bhutan,South Asia,Lower middle income,0.0,
Botswana,Sub-Saharan Africa,Upper middle income,0.0,
Central African Republic,Sub-Saharan Africa,Low income,0.0,
Canada,North America,High income,0.0,
Central Europe and the Baltics,,,,
Switzerland,Europe & Central Asia,High income,0.0,
Channel Islands,Europe & Central Asia,High income,0.0,
Chile,Latin America & Caribbean,High income,0.0,
China,East Asia & Pacific,Upper middle income,0.0,
Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,0.0,
Cameroon,Sub-Saharan Africa,Lower middle income,0.0,
"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,0.0,
"Congo, Rep.",Sub-Saharan Africa,Lower middle income,0.0,
Colombia,Latin America & Caribbean,Upper middle income,0.0,
Comoros,Sub-Saharan Africa,Lower middle income,0.0,
Cabo Verde,Sub-Saharan Africa,Lower middle income,0.0,
Costa Rica,Latin America & Caribbean,Upper middle income,0.0,
Caribbean small states,,,,
Cuba,Latin America & Caribbean,Upper middle income,0.0,
Curacao,Latin America & Caribbean,High income,0.0,
Cayman Islands,Latin America & Caribbean,High income,0.0,
Cyprus,Europe & Central Asia,High income,0.0,
Czechia,Europe & Central Asia,High income,0.0,
Germany,Europe & Central Asia,High income,0.0,
Djibouti,Middle East & North Africa,Lower middle income,0.0,
Dominica,Latin America & Caribbean,Upper middle income,0.0,
Denmark,Europe & Central Asia,High income,0.0,
Dominican Republic,Latin America & Caribbean,Upper middle income,0.0,
Algeria,Middle East & North Africa,Lower middle income,0.0,
East Asia & Pacific (excluding high income),,,,
Early-demographic dividend,,,,
East Asia & Pacific,,,,
Europe & Central Asia (excluding high income),,,,
Europe & Central Asia,,,,
Ecuador,Latin America & Caribbean,Upper middle income,0.0,
"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,0.0,
Euro area,,,,
Eritrea,Sub-Saharan Africa,Low income,0.0,
Spain,Europe & Central Asia,High income,0.0,
Estonia,Europe & Central Asia,High income,0.0,
Ethiopia,Sub-Saharan Africa,Low income,0.0,
European Union,,,,
Fragile and conflict affected situations,,,,
Finland,Europe & Central Asia,High income,0.0,
Fiji,East Asia & Pacific,Upper middle income,0.0,
France,Europe & Central Asia,High income,0.0,
Faroe Islands,Europe & Central Asia,High income,0.0,
"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,0.0,
Gabon,Sub-Saharan Africa,Upper middle income,0.0,
United Kingdom,Europe & Central Asia,High income,0.0,
Georgia,Europe & Central Asia,Upper middle income,0.0,
Ghana,Sub-Saharan Africa,Lower middle income,0.0,
Gibraltar,Europe & Central Asia,High income,0.0,
Guinea,Sub-Saharan Africa,Low income,0.0,
"Gambia, The",Sub-Saharan Africa,Low income,0.0,
Guinea-Bissau,Sub-Saharan Africa,Low income,0.0,
Equatorial Guinea,Sub-Saharan Africa,Upper middle income,0.0,
Greece,Europe & Central Asia,High income,0.0,
Grenada,Latin America & Caribbean,Upper middle income,0.0,
Greenland,Europe & Central Asia,High income,0.0,
Guatemala,Latin America & Caribbean,Upper middle income,0.0,
Guam,East Asia & Pacific,High income,0.0,
Guyana,Latin America & Caribbean,Upper middle income,0.0,
High income,,,,
"Hong Kong SAR, China",East Asia & Pacific,High income,0.0,
Honduras,Latin America & Caribbean,Lower middle income,0.0,
Heavily indebted poor countries (HIPC),,,,
Croatia,Europe & Central Asia,High income,0.0,
Haiti,Latin America & Caribbean,Lower middle income,0.0,
Hungary,Europe & Central Asia,High income,0.0,
IBRD only,,,,
IDA & IBRD total,,,,
IDA total,,,,
IDA blend,,,,
Indonesia,East Asia & Pacific,Lower middle income,0.0,
IDA only,,,,
Isle of Man,Europe & Central Asia,High income,0.0,
India,South Asia,Lower middle income,0.0,
Ireland,Europe & Central Asia,High income,0.0,
"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,0.0,
Iraq,Middle East & North Africa,Upper middle income,0.0,
Iceland,Europe & Central Asia,High income,0.0,
Israel,Middle East & North Africa,High income,0.0,
Italy,Europe & Central Asia,High income,0.0,
Jamaica,Latin America & Caribbean,Upper middle income,0.0,
Jordan,Middle East & North Africa,Upper middle income,0.0,
Japan,East Asia & Pacific,High income,0.0,
Kazakhstan,Europe & Central Asia,Upper middle income,0.0,
Kenya,Sub-Saharan Africa,Lower middle income,0.0,
Kyrgyz Republic,Europe & Central Asia,Lower middle income,0.0,
Cambodia,East Asia & Pacific,Lower middle income,0.0,
Kiribati,East Asia & Pacific,Lower middle income,0.0,
St. Kitts and Nevis,Latin America & Caribbean,High income,0.0,
"Korea, Rep.",East Asia & Pacific,High income,0.0,
Kuwait,Middle East & North Africa,High income,0.0,
Latin America & Caribbean (excluding high income),,,,
Lao PDR,East Asia & Pacific,Lower middle income,0.0,
Lebanon,Middle East & North Africa,Lower middle income,0.0,
Liberia,Sub-Saharan Africa,Low income,0.0,
Libya,Middle East & North Africa,Upper middle income,0.0,
St. Lucia,Latin America & Caribbean,Upper middle income,0.0,
Latin America & Caribbean,,,,
Least developed countries: UN classification,,,,
Low income,,,,
Liechtenstein,Europe & Central Asia,High income,0.0,
Sri Lanka,South Asia,Lower middle income,0.0,
Lower middle income,,,,
Low & middle income,,,,
Lesotho,Sub-Saharan Africa,Lower middle income,0.0,
Late-demographic dividend,,,,
Lithuania,Europe & Central Asia,High income,0.0,
Luxembourg,Europe & Central Asia,High income,0.0,
Latvia,Europe & Central Asia,High income,0.0,
"Macao SAR, China",East Asia & Pacific,High income,0.0,
St. Martin (French part),Latin America & Caribbean,High income,0.0,
Morocco,Middle East & North Africa,Lower middle income,0.0,
Monaco,Europe & Central Asia,High income,0.0,
Moldova,Europe & Central Asia,Upper middle income,0.0,
