Country Name,Region,IncomeGroup,TotalGDP,GDPPercentage
Aruba,Latin America & Caribbean,High income,1254097557020.21,
Africa Eastern and Southern,,,,
Afghanistan,South Asia,Low income,11743719041.4,0.06812152450001306
Africa Western and Central,,,,
Angola,Sub-Saharan Africa,Lower middle income,102328888219.93,
Albania,Europe & Central Asia,Upper middle income,175524993472.22,
Andorra,Europe & Central Asia,High income,1254097557020.21,
Arab World,,,,
United Arab Emirates,Middle East & North Africa,High income,1254097557020.21,
Argentina,Latin America & Caribbean,Upper middle income,175524993472.22,0.1458780819499218
Armenia,Europe & Central Asia,Upper middle income,175524993472.22,
American Samoa,East Asia & Pacific,Upper middle income,175524993472.22,
Antigua and Barbuda,Latin America & Caribbean,High income,1254097557020.21,
Australia,East Asia & Pacific,High income,1254097557020.21,0.01897777207823431
Austria,Europe & Central Asia,High income,1254097557020.21,0.0073120179803142895
Azerbaijan,Europe & Central Asia,Upper middle income,175524993472.22,
Burundi,Sub-Saharan Africa,Low income,11743719041.4,0.022203358840651836
Belgium,Europe & Central Asia,High income,1254097557020.21,0.012726367730850145
Benin,Sub-Saharan Africa,Lower middle income,102328888219.93,0.0026367821735744116
Burkina Faso,Sub-Saharan Africa,Low income,11743719041.4,0.03493966576971893
Bangladesh,South Asia,Lower middle income,102328888219.93,0.05263474188661213
Bulgaria,Europe & Central Asia,Upper middle income,175524993472.22,
Bahrain,Middle East & North Africa,High income,1254097557020.21,
"Bahamas, The",Latin America & Caribbean,High income,1254097557020.21,0.00021263630186284035
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,175524993472.22,
Belarus,Europe & Central Asia,Upper middle income,175524993472.22,
Belize,Latin America & Caribbean,Upper middle income,175524993472.22,0.00020620326145021805
Bermuda,North America,High income,1254097557020.21,8.577215544186452e-05
Bolivia,Latin America & Caribbean,Lower middle income,102328888219.93,0.005272132695710519
Brazil,Latin America & Caribbean,Upper middle income,175524993472.22,0.11943446503143092
Barbados,Latin America & Caribbean,High income,1254097557020.21,
Brunei Darussalam,East Asia & Pacific,High income,1254097557020.21,
Bhutan,South Asia,Lower middle income,102328888219.93,
Botswana,Sub-Saharan Africa,Upper middle income,175524993472.22,0.00023708286909343289
