Country Name,Region,IncomeGroup,TotalGDP,GDPPercentage
Aruba,Latin America & Caribbean,High income,4930180173418.74,
Africa Eastern and Southern,,,,
Afghanistan,South Asia,Low income,41277060696.3,0.06191224675135541
Africa Western and Central,,,,
Angola,Sub-Saharan Africa,Lower middle income,372760259765.11,
Albania,Europe & Central Asia,Upper middle income,662652232280.13,
Andorra,Europe & Central Asia,High income,4930180173418.74,4.609994292407295e-05
Arab World,,,,
United Arab Emirates,Middle East & North Africa,High income,4930180173418.74,0.0038970224241677343
Argentina,Latin America & Caribbean,Upper middle income,662652232280.13,0.07721923717955359
Armenia,Europe & Central Asia,Upper middle income,662652232280.13,
American Samoa,East Asia & Pacific,Upper middle income,662652232280.13,
Antigua and Barbuda,Latin America & Caribbean,High income,4930180173418.74,
Australia,East Asia & Pacific,High income,4930180173418.74,0.021310783035165218
Austria,Europe & Central Asia,High income,4930180173418.74,0.008713672667303397
Azerbaijan,Europe & Central Asia,Upper middle income,662652232280.13,
Burundi,Sub-Saharan Africa,Low income,41277060696.3,0.01086348557856967
Belgium,Europe & Central Asia,High income,4930180173418.74,0.0144241955601163
Benin,Sub-Saharan Africa,Lower middle income,372760259765.11,0.0018736123985966014
Burkina Faso,Sub-Saharan Africa,Low income,41277060696.3,0.02365835035311843
Bangladesh,South Asia,Lower middle income,372760259765.11,0.027141072761820605
Bulgaria,Europe & Central Asia,Upper middle income,662652232280.13,
Bahrain,Middle East & North Africa,High income,4930180173418.74,
"Bahamas, The",Latin America & Caribbean,High income,4930180173418.74,0.00013023864796299074
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,662652232280.13,
Belarus,Europe & Central Asia,Upper middle income,662652232280.13,
Belize,Latin America & Caribbean,Upper middle income,662652232280.13,0.00014623934679364962
Bermuda,North America,High income,4930180173418.74,7.835413441536105e-05
Bolivia,Latin America & Caribbean,Lower middle income,372760259765.11,0.0073290645567248075
Brazil,Latin America & Caribbean,Upper middle income,662652232280.13,0.23114537692411974
Barbados,Latin America & Caribbean,High income,4930180173418.74,8.84169043050866e-05
Brunei Darussalam,East Asia & Pacific,High income,4930180173418.74,0.0002886428704314887
Bhutan,South Asia,Lower middle income,372760259765.11,
Botswana,Sub-Saharan Africa,Upper middle income,662652232280.13,0.0005613957087565295
Central African Republic,Sub-Saharan Africa,Low income,41277060696.3,0.010929858918962232
Canada,North America,High income,4930180173418.74,0.041900294255727735
Central Europe and the Baltics,,,,
Switzerland,Europe & Central Asia,High income,4930180173418.74,
Channel Islands,Europe & Central Asia,High income,4930180173418.74,
Chile,Latin America & Caribbean,High income,4930180173418.74,0.0020976769378041995
China,East Asia & Pacific,Upper middle income,662652232280.13,0.23230888315324247
Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,372760259765.11,0.012506842094534789
Cameroon,Sub-Saharan Africa,Lower middle income,372760259765.11,0.00777467515133237
"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,41277060696.3,0.23375170281601182
"Congo, Rep.",Sub-Saharan Africa,Lower middle income,372760259765.11,0.0020242222198671865
Colombia,Latin America & Caribbean,Upper middle income,662652232280.13,0.023151515852005106
Comoros,Sub-Saharan Africa,Lower middle income,372760259765.11,
Cabo Verde,Sub-Saharan Africa,Lower middle income,372760259765.11,
Costa Rica,Latin America & Caribbean,Upper middle income,662652232280.13,0.003640756506167046
Caribbean small states,,,,
Cuba,Latin America & Caribbean,Upper middle income,662652232280.13,0.020809678487841547
Curacao,Latin America & Caribbean,High income,4930180173418.74,
Cayman Islands,Latin America & Caribbean,High income,4930180173418.74,
Cyprus,Europe & Central Asia,High income,4930180173418.74,0.00011684969989657016
Czechia,Europe & Central Asia,High income,4930180173418.74,
Germany,Europe & Central Asia,High income,4930180173418.74,0.10542292202671903
Djibouti,Middle East & North Africa,Lower middle income,372760259765.11,
Dominica,Latin America & Caribbean,Upper middle income,662652232280.13,
Denmark,Europe & Central Asia,High income,4930180173418.74,0.009041432747900913
Dominican Republic,Latin America & Caribbean,Upper middle income,662652232280.13,0.00596315806015355
Algeria,Middle East & North Africa,Lower middle income,372760259765.11,0.04755964969595012
East Asia & Pacific (excluding high income),,,,
Early-demographic dividend,,,,
East Asia & Pacific,,,,
Europe & Central Asia (excluding high income),,,,
Europe & Central Asia,,,,
Ecuador,Latin America & Caribbean,Upper middle income,662652232280.13,0.013720506567548202
"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,372760259765.11,0.03572266016605659
Euro area,,,,
Eritrea,Sub-Saharan Africa,Low income,41277060696.3,
Spain,Europe & Central Asia,High income,4930180173418.74,0.02403705256836964
Estonia,Europe & Central Asia,High income,4930180173418.74,
Ethiopia,Sub-Saharan Africa,Low income,41277060696.3,
European Union,,,,
Fragile and conflict affected situations,,,,
Finland,Europe & Central Asia,High income,4930180173418.74,0.006460111527509259
Fiji,East Asia & Pacific,Upper middle income,662652232280.13,0.0010481401523542812
France,Europe & Central Asia,High income,4930180173418.74,0.07551833541649705
Faroe Islands,Europe & Central Asia,High income,4930180173418.74,
"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,372760259765.11,
Gabon,Sub-Saharan Africa,Upper middle income,662652232280.13,0.004541462058680276
United Kingdom,Europe & Central Asia,High income,4930180173418.74,0.04718184565630135
Georgia,Europe & Central Asia,Upper middle income,662652232280.13,
Ghana,Sub-Saharan Africa,Lower middle income,372760259765.11,0.0074183182476117195
Gibraltar,Europe & Central Asia,High income,4930180173418.74,
Guinea,Sub-Saharan Africa,Low income,41277060696.3,
"Gambia, The",Sub-Saharan Africa,Low income,41277060696.3,0.002717961662179508
Guinea-Bissau,Sub-Saharan Africa,Low income,41277060696.3,0.0027227347854755102
Equatorial Guinea,Sub-Saharan Africa,Upper middle income,662652232280.13,0.0001564214905657809
Greece,Europe & Central Asia,High income,4930180173418.74,0.006318802706027203
Grenada,Latin America & Caribbean,Upper middle income,662652232280.13,
Greenland,Europe & Central Asia,High income,4930180173418.74,4.8838055635000325e-05
Guatemala,Latin America & Caribbean,Upper middle income,662652232280.13,0.006587618644216097
Guam,East Asia & Pacific,High income,4930180173418.74,
Guyana,Latin America & Caribbean,Upper middle income,662652232280.13,0.0006857895859436111
High income,,,,
"Hong Kong SAR, China",East Asia & Pacific,High income,4930180173418.74,0.002611743497412819
Honduras,Latin America & Caribbean,Lower middle income,372760259765.11,0.0036162651856971677
Heavily indebted poor countries (HIPC),,,,
Croatia,Europe & Central Asia,High income,4930180173418.74,
Haiti,Latin America & Caribbean,Lower middle income,372760259765.11,0.0023580839882284942
Hungary,Europe & Central Asia,High income,4930180173418.74,
IBRD only,,,,
IDA & IBRD total,,,,
IDA total,,,,
IDA blend,,,,
Indonesia,East Asia & Pacific,Lower middle income,372760259765.11,0.09998157166883796
IDA only,,,,
Isle of Man,Europe & Central Asia,High income,4930180173418.74,
India,South Asia,Lower middle income,372760259765.11,0.275557807757527
