Country Name,Region,IncomeGroup,TotalGDP,GDPPercentage
Aruba,Latin America & Caribbean,High income,37447998731985.2,6.301475688698046e-05
Africa Eastern and Southern,,,,
Afghanistan,South Asia,Low income,291697660492.4,0.021344700668801623
Africa Western and Central,,,,
Angola,Sub-Saharan Africa,Lower middle income,2564029491112.6997,0.014419069213964426
Albania,Europe & Central Asia,Upper middle income,6928042463936.95,0.0011622436757444908
Andorra,Europe & Central Asia,High income,37447998731985.2,8.43811576318243e-05
Arab World,,,,
United Arab Emirates,Middle East & North Africa,High income,37447998731985.2,0.0048231415860877725
Argentina,Latin America & Caribbean,Upper middle income,6928042463936.95,0.028685880757010417
Armenia,Europe & Central Asia,Upper middle income,6928042463936.95,0.0007073383247156433
American Samoa,East Asia & Pacific,Upper middle income,6928042463936.95,7.217045833692372e-05
Antigua and Barbuda,Latin America & Caribbean,High income,37447998731985.2,2.7316892694889557e-05
Australia,East Asia & Pacific,High income,37447998731985.2,0.01856785471972641
Austria,Europe & Central Asia,High income,37447998731985.2,0.008440824895938124
Azerbaijan,Europe & Central Asia,Upper middle income,6928042463936.95,0.0019118988037311985
Burundi,Sub-Saharan Africa,Low income,291697660492.4,0.0038296949112113484
Belgium,Europe & Central Asia,High income,37447998731985.2,0.010300016370983047
Benin,Sub-Saharan Africa,Lower middle income,2564029491112.6997,0.002561458250290977
Burkina Faso,Sub-Saharan Africa,Low income,291697660492.4,0.02107097030406296
Bangladesh,South Asia,Lower middle income,2564029491112.6997,0.027083519643474996
Bulgaria,Europe & Central Asia,Upper middle income,6928042463936.95,0.0043113598380034165
Bahrain,Middle East & North Africa,High income,37447998731985.2,0.0004264239463979885
"Bahamas, The",Latin America & Caribbean,High income,37447998731985.2,0.00026266290143827297
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,6928042463936.95,0.0016199313712956676
Belarus,Europe & Central Asia,Upper middle income,6928042463936.95,0.004360187957022734
Belize,Latin America & Caribbean,Upper middle income,6928042463936.95,0.000210954249718828
Bermuda,North America,High income,37447998731985.2,0.00012999722721743236
Bolivia,Latin America & Caribbean,Lower middle income,2564029491112.6997,0.0037242465237231075
Brazil,Latin America & Caribbean,Upper middle income,6928042463936.95,0.1286986915339026
Barbados,Latin America & Caribbean,High income,37447998731985.2,0.00010199476952923726
Brunei Darussalam,East Asia & Pacific,High income,37447998731985.2,0.0002545236907375509
Bhutan,South Asia,Lower middle income,2564029491112.6997,0.00031081472462087656
Botswana,Sub-Saharan Africa,Upper middle income,6928042463936.95,0.001431704144371461
Central African Republic,Sub-Saharan Africa,Low income,291697660492.4,0.004586578729296521
Canada,North America,High income,37447998731985.2,0.03132637363069604
Central Europe and the Baltics,,,,
Switzerland,Europe & Central Asia,High income,37447998731985.2,0.011169755772362091
Channel Islands,Europe & Central Asia,High income,37447998731985.2,0.00023572152787594493
Chile,Latin America & Caribbean,High income,37447998731985.2,0.003266262661334901
